#disease-db	disease-identifier	disease-name	negation	HPO-ID	reference	evidence-code	onset	frequencyHPO	modifier	sub-ontology	alt-names	curators	frequencyRaw	sex
OMIM	252605	Mucolipidosis III gamma	NOT	HP:0008155	OMIM:252605	TAS			 	P	MUCOLIPIDOSIS III GAMMA	HPO:skoehler[2013-05-30]	-	-
OMIM	252700	Mucopolysaccharidoses, unclassified types	NOT	HP:0001249	OMIM:252700	TAS			 	P	MUCOPOLYSACCHARIDOSES, UNCLASSIFIED TYPES	HPO:skoehler[2014-11-26]	-	-
OMIM	253000	Mucopolysaccharidosis IVA		HP:0001249	PMID:32024277	PCS		HP:0040285	 	P	MUCOPOLYSACCHARIDOSIS IVA	HPO:skoehler[2014-11-26];HPO:probinson[2022-05-29]	0/1	-
OMIM	253010	Mucopolysaccharidosis type IVB (Morquio)	NOT	HP:0001249	OMIM:253010	TAS			 	P	MUCOPOLYSACCHARIDOSIS TYPE IVB (MORQUIO)	HPO:skoehler[2014-11-26]	-	-
OMIM	253200	Mucopolysaccharidosis, type VI		HP:0001249	PMID:15324318	PCS		HP:0040285	 	P	MUCOPOLYSACCHARIDOSIS, TYPE VI	HPO:skoehler[2014-11-26];HPO:probinson[2022-06-13]	0/28	-
OMIM	253240	Mucus inspissation of respiratory tract	NOT	HP:0040128	PMID:1190822	PCS			 	P	MUCUS INSPISSATION OF RESPIRATORY TRACT	HPO:skoehler[2015-01-04];HPO:probinson[2020-04-29]	-	-
OMIM	253700	Muscular dystrophy, limb-girdle, type 2C		HP:0001667	PMID:10507732	PCS		HP:0040285	 	P	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2C	HPO:iea[2009-02-17];HPO:probinson[2022-04-30]	0/5	-
OMIM	253700	Muscular dystrophy, limb-girdle, type 2C		HP:0005133	PMID:10507732	PCS		HP:0040285	 	P	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2C	HPO:iea[2009-02-17];HPO:probinson[2022-04-30]	0/5	-
OMIM	254090	Ullrich congenital muscular dystrophy 1	NOT	HP:0001249	OMIM:254090	TAS			 	P	ULLRICH CONGENITAL MUSCULAR DYSTROPHY 1	HPO:skoehler[2014-11-26]	-	-
OMIM	254210	Myasthenic syndrome, congenital, 6, presynaptic		HP:0030208	PMID:11172068	PCS		HP:0040285	 	P	MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC	HPO:probinson[2022-09-02]	0/5	-
OMIM	254300	Myasthenia, limb-girdle, familial		HP:0030208	PMID:16917026	PCS		HP:0040285	 	P	MYASTHENIA, LIMB-GIRDLE, FAMILIAL	HPO:probinson[2022-07-01]	0/19	-
OMIM	254450	Myelofibrosismyelofibrosis with myeloid metaplasia, included	NOT	HP:0012156	OMIM:254450	TAS			 	P	MYELOFIBROSISMYELOFIBROSIS WITH MYELOID METAPLASIA, INCLUDED	HPO:skoehler[2013-05-30]	-	-
OMIM	254770	Myoclonic epilepsy, juvenile, susceptibility to, 1	NOT	HP:0001249	OMIM:254770	TAS			 	P	MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 1	HPO:skoehler[2014-11-26]	-	-
OMIM	254900	Epilepsy, progressive myoclonic, 4, with or without renal failure	NOT	HP:0001268	OMIM:254900	IEA			 	P	EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE	HPO:skoehler[2010-06-18]	-	-
OMIM	254940	Carey-Fineman-Ziter syndrome		HP:0001249	PMID:28681861	PCS		HP:0040285	 	P	CAREY-FINEMAN-ZITER SYNDROME	HPO:skoehler[2017-07-13];HPO:probinson[2022-08-14]	0/8	-
OMIM	254940	Carey-Fineman-Ziter syndrome		HP:0006897	PMID:28681861	PCS		HP:0040285	 	P	CAREY-FINEMAN-ZITER SYNDROME	HPO:probinson[2022-08-14]	0/8	-
OMIM	254960	Myopathy due to malate-aspartate shuttle defect	NOT	HP:0010628	OMIM:254960	IEA			 	P	MYOPATHY DUE TO MALATE-ASPARTATE SHUTTLE DEFECT	HPO:skoehler[2010-06-20]	-	-
OMIM	255120	Carnitine palmitoyltransferase I deficiency	NOT	HP:0001324	OMIM:255120	IEA			 	P	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	HPO:skoehler[2010-06-20]	-	-
OMIM	255120	Carnitine palmitoyltransferase I deficiency	NOT	HP:0002919	OMIM:255120	IEA			 	P	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	HPO:skoehler[2010-06-18]	-	-
OMIM	255120	Carnitine palmitoyltransferase I deficiency	NOT	HP:0002919	OMIM:255120	TAS			 	P	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	HPO:skoehler[2013-05-30]	-	-
OMIM	255120	Carnitine palmitoyltransferase I deficiency	NOT	HP:0003215	OMIM:255120	IEA			 	P	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	HPO:skoehler[2010-06-18]	-	-
OMIM	255120	Carnitine palmitoyltransferase I deficiency	NOT	HP:0003215	OMIM:255120	TAS			 	P	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	HPO:skoehler[2013-05-30]	-	-
OMIM	255320	Minicore myopathy with external ophthalmoplegia	NOT	HP:0040081	OMIM:255320	TAS			 	P	MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA	HPO:skoehler[2014-11-27]	-	-
OMIM	256600	Neurodegeneration with brain iron accumulation 2A		HP:0000486	PMID:18799783	PCS		HP:0040285	 	P	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A	HPO:iea[2009-02-17];HPO:probinson[2022-04-04]	0/6	-
OMIM	258450	Progressive external ophthalmoplegia with mitochondrial DNA deletions,autosomal recessive		HP:0001761	PMID:30838265	PCS		HP:0040285	 	P	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL RECESSIVE	HPO:iea[2009-02-17];HPO:probinson[2022-05-30]	0/1	-
OMIM	258450	Progressive external ophthalmoplegia with mitochondrial DNA deletions,autosomal recessive		HP:0003202	PMID:30838265	PCS		HP:0040285	 	P	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL RECESSIVE	HPO:probinson[2022-05-30];HPO:probinson[2022-05-30]	0/1	-
OMIM	258450	Progressive external ophthalmoplegia with mitochondrial DNA deletions,autosomal recessive		HP:0003236	PMID:32042919	PCS		HP:0040285	 	P	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL RECESSIVE	HPO:probinson[2009-02-17];HPO:probinson[2022-05-30]	0/1	-
OMIM	258500	Optic atrophy 6	NOT	HP:0000546	OMIM:258500	TAS			 	P	OPTIC ATROPHY 6	HPO:skoehler[2010-06-18]	-	-
OMIM	258500	Optic atrophy 6	NOT	HP:0000639	OMIM:258500	TAS			 	P	OPTIC ATROPHY 6	HPO:skoehler[2013-05-30]	-	-
OMIM	258650	Optic atrophy, hearing loss, and peripheral neuropathy, autosomalrecessive	NOT	HP:0040129	OMIM:258650	TAS			 	P	OPTIC ATROPHY, HEARING LOSS, AND PERIPHERAL NEUROPATHY, AUTOSOMALRECESSIVE	HPO:skoehler[2015-01-04]	-	-
OMIM	259050	Primrose syndrome		HP:0000316	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259050	Primrose syndrome		HP:0000431	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259050	Primrose syndrome		HP:0000717	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259050	Primrose syndrome		HP:0001250	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259050	Primrose syndrome		HP:0002360	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259050	Primrose syndrome		HP:0002514	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259050	Primrose syndrome		HP:0005280	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259050	Primrose syndrome		HP:0007018	PMID:32071410	PCS		HP:0040285	 	P	PRIMROSE SYNDROME	HPO:probinson[2022-06-04];HPO:probinson[2022-06-04]	0/6	-
OMIM	259450	Bruck syndrome 1	NOT	HP:0000164	OMIM:259450	TAS			 	P	BRUCK SYNDROME 1	HPO:skoehler[2014-11-26]	-	-
OMIM	259450	Bruck syndrome 1	NOT	HP:0000364	OMIM:259450	TAS			 	P	BRUCK SYNDROME 1	HPO:skoehler[2014-11-26]	-	-
OMIM	259450	Bruck syndrome 1	NOT	HP:0000591	OMIM:259450	TAS			 	P	BRUCK SYNDROME 1	HPO:skoehler[2014-11-27]	-	-
OMIM	259610	Osteolysis syndrome, recessive	NOT	HP:0001850	OMIM:259610	TAS			 	P	OSTEOLYSIS SYNDROME, RECESSIVE	HPO:skoehler[2015-01-04]	-	-
OMIM	259710	Osteopetrosis, autosomal recessive 2	NOT	HP:0001249	OMIM:259710	TAS			 	P	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2	HPO:skoehler[2014-11-26]	-	-
OMIM	259750	Osteoporosis, juvenile	NOT	HP:0000591	OMIM:259750	TAS			 	P	OSTEOPOROSIS, JUVENILE	HPO:iea[2012-07-25]	-	-
OMIM	259750	Osteoporosis, juvenile	NOT	HP:0012053	OMIM:259750	TAS			 	P	OSTEOPOROSIS, JUVENILE	HPO:probinson[2012-08-01]	-	-
OMIM	259750	Osteoporosis, juvenile	NOT	HP:0012211	OMIM:259750	TAS			 	P	OSTEOPOROSIS, JUVENILE	HPO:iea[2012-07-25]	-	-
OMIM	260130	260130 PACHYONYCHIA CONGENITA, AUTOSOMAL RECESSIVE	NOT	HP:0000972	OMIM:260130	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	260130	260130 PACHYONYCHIA CONGENITA, AUTOSOMAL RECESSIVE	NOT	HP:0000972	OMIM:260130	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	260130	260130 PACHYONYCHIA CONGENITA, AUTOSOMAL RECESSIVE	NOT	HP:0000975	OMIM:260130	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	260130	260130 PACHYONYCHIA CONGENITA, AUTOSOMAL RECESSIVE	NOT	HP:0000975	OMIM:260130	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	260130	260130 PACHYONYCHIA CONGENITA, AUTOSOMAL RECESSIVE	NOT	HP:0002745	OMIM:260130	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	260130	260130 PACHYONYCHIA CONGENITA, AUTOSOMAL RECESSIVE	NOT	HP:0002745	OMIM:260130	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	260650	Pellagra-Like syndrome	NOT	HP:0003355	OMIM:260650	TAS			 	P	PELLAGRA-LIKE SYNDROME	HPO:iea[2015-04-18]	-	-
OMIM	261100	Megaloblastic anemia 1		HP:0040087	PMID:21208123	PCS		HP:0040285	 	P	MEGALOBLASTIC ANEMIA 1	HP:probinson[2019-03-14];HPO:probinson[2022-08-24]	0/1	-
OMIM	262000	Bjornstad syndrome		HP:0000135	PMID:17314340	PCS		HP:0040285	 	P	BJORNSTAD SYNDROME	HPO:probinson[2013-12-16];HPO:probinson[2022-03-20]	0/3	-
OMIM	262020	Pilodental dysplasia with refractive errors	NOT	HP:0000971	OMIM:262020	TAS			 	P	PILODENTAL DYSPLASIA WITH REFRACTIVE ERRORS	HPO:skoehler[2013-06-10]	-	-
OMIM	262800	Plasma clot retraction factor, deficiency of	NOT	HP:0000967	OMIM:262800	IEA			 	P	PLASMA CLOT RETRACTION FACTOR, DEFICIENCY OF	HPO:skoehler[2010-06-20]	-	-
OMIM	262800	Plasma clot retraction factor, deficiency of	NOT	HP:0000979	OMIM:262800	IEA			 	P	PLASMA CLOT RETRACTION FACTOR, DEFICIENCY OF	HPO:skoehler[2010-06-20]	-	-
OMIM	263300	Polycythemia vera		HP:0001873	PMID:15793561	PCS		HP:0040285	 	P	POLYCYTHEMIA VERA	HPO:iea[2009-02-17];HPO:probinson[2022-08-27]	0/31	-
OMIM	265000	Escobar syndrome		HP:0001249	PMID:25608830	PCS		HP:0040285	 	P	ESCOBAR SYNDROME	HPO:skoehler[2014-11-26];HPO:probinson[2022-06-24]	0/3	-
OMIM	265000	Escobar syndrome		HP:0001789	PMID:25608830	PCS		HP:0040285	 	P	ESCOBAR SYNDROME	HPO:probinson[2022-06-24];HPO:probinson[2022-06-24]	0/3	-
OMIM	265300	Lymphangiectasia, pulmonary, congenital	NOT	HP:0001249	OMIM:265300	TAS			 	P	LYMPHANGIECTASIA, PULMONARY, CONGENITAL	HPO:skoehler[2014-11-26]	-	-
OMIM	266280	Rapadilino syndrome	NOT	HP:0001249	OMIM:266280	TAS			 	P	RAPADILINO SYNDROME	HPO:skoehler[2014-11-26]	-	-
OMIM	268010	Retinitis pigmentosa inversa with deafness	NOT	HP:0000662	PMID:5571218	PCS			 	P	RETINITIS PIGMENTOSA INVERSA WITH DEAFNESS	HPO:skoehler[2010-06-18]	-	-
OMIM	269400	Corneal opacification with other ocular anomalies		HP:0000568	PMID:21907015	PCS		HP:0040285	 	P	CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES	HPO:skoehler[2014-08-03];HPO:probinson[2022-10-13]	0/7	-
OMIM	269400	Corneal opacification with other ocular anomalies		HP:0000612	PMID:21907015	PCS		HP:0040285	 	P	CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES	HPO:probinson[2022-10-13]	0/7	-
OMIM	269720	Seizures, benign familial neonatal, autosomal recessive	NOT	HP:0012759	OMIM:269720	TAS			 	P	SEIZURES, BENIGN FAMILIAL NEONATAL, AUTOSOMAL RECESSIVE	HPO:skoehler[2014-11-27]	-	-
OMIM	269840	Immunodeficiency 48	NOT	HP:0010975	OMIM:269840	TAS			 	P	IMMUNODEFICIENCY 48	HPO:skoehler[2015-01-04]	-	-
OMIM	269840	Immunodeficiency 48	NOT	HP:0040089	OMIM:269840	TAS			 	P	IMMUNODEFICIENCY 48	HPO:skoehler[2014-11-27]	-	-
OMIM	269880	Short syndrome	NOT	HP:0001249	OMIM:269880	TAS			 	P	SHORT SYNDROME	HPO:skoehler[2014-11-26]	-	-
OMIM	269921	Sialuria		HP:0001507	PMID:10330343	PCS		HP:0040285	 	P	SIALURIA	HPO:skoehler[2015-01-04];HPO:probinson[2022-10-19]	0/3	-
OMIM	270200	Sjogren-Larsson syndrome	NOT	HP:0001595	OMIM:270200	TAS			 	P	SJOGREN-LARSSON SYNDROME	HPO:probinson[2009-02-17]	-	-
OMIM	270200	Sjogren-Larsson syndrome	NOT	HP:0001597	OMIM:270200	TAS			 	P	SJOGREN-LARSSON SYNDROME	HPO:probinson[2009-02-17]	-	-
OMIM	270220	Sjogren-Larsson-Like ichthyosis without CNS or eye involvement	NOT	HP:0000478	OMIM:270220	IEA			 	P	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	HPO:iea[2009-02-17]	-	-
OMIM	270220	Sjogren-Larsson-Like ichthyosis without CNS or eye involvement	NOT	HP:0000707	OMIM:270220	IEA			 	P	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	HPO:iea[2009-02-17]	-	-
OMIM	270220	Sjogren-Larsson-Like ichthyosis without CNS or eye involvement	NOT	HP:0000971	OMIM:270220	TAS			 	P	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	HPO:skoehler[2017-07-13]	-	-
OMIM	270220	Sjogren-Larsson-Like ichthyosis without CNS or eye involvement	NOT	HP:0000975	OMIM:270220	IEA			 	P	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	HPO:skoehler[2010-06-20]	-	-
OMIM	270220	Sjogren-Larsson-Like ichthyosis without CNS or eye involvement	NOT	HP:0001595	OMIM:270220	TAS			 	P	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	HPO:skoehler[2014-11-26]	-	-
OMIM	270220	Sjogren-Larsson-Like ichthyosis without CNS or eye involvement	NOT	HP:0001597	OMIM:270220	TAS			 	P	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	HPO:skoehler[2014-11-26]	-	-
OMIM	270300	Peeling skin syndrome 1		HP:0004322	PMID:20691404	PCS		HP:0040285	 	P	PEELING SKIN SYNDROME 1	HPO:skoehler[2009-02-17];HPO:probinson[2022-10-04]	0/4	-
OMIM	270800	Spastic paraplegia 5A, autosomal recessive		HP:0003107	PMID:19439420	PCS		HP:0040285	 	P	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE	HPO:probinson[2022-04-30]	0/9	-
OMIM	271530	Brachyolmia type 1, Hobaek type	NOT	HP:0001249	OMIM:271530	TAS			 	P	BRACHYOLMIA TYPE 1, HOBAEK TYPE	HPO:skoehler[2014-11-27]	-	-
OMIM	271530	Brachyolmia type 1, Hobaek type	NOT	HP:0007759	OMIM:271530	IEA			 	P	BRACHYOLMIA TYPE 1, HOBAEK TYPE	HPO:skoehler[2010-06-18]	-	-
OMIM	271630	Brachyolmia type 1, Toledo type	NOT	HP:0003310	OMIM:271630	TAS			 	P	BRACHYOLMIA TYPE 1, TOLEDO TYPE	HPO:skoehler[2014-11-27]	-	-
OMIM	272350	Summitt syndrome	NOT	HP:0001249	OMIM:272350	TAS			 	P	SUMMITT SYNDROME	HPO:probinson[2009-02-17]	-	-
OMIM	272980	Teeth, congenital absence of, with taurodontia and sparse hair	NOT	HP:0000971	OMIM:272980	TAS			 	P	TEETH, CONGENITAL ABSENCE OF, WITH TAURODONTIA AND SPARSE HAIR	HPO:skoehler[2017-07-13]	-	-
OMIM	272980	Teeth, congenital absence of, with taurodontia and sparse hair	NOT	HP:0000975	OMIM:272980	IEA			 	P	TEETH, CONGENITAL ABSENCE OF, WITH TAURODONTIA AND SPARSE HAIR	HPO:skoehler[2010-06-20]	-	-
OMIM	273395	Tetraamelia, autosomal recessive	NOT	HP:0000889	OMIM:273395	TAS			 	P	TETRAAMELIA, AUTOSOMAL RECESSIVE	HPO:skoehler[2015-01-04]	-	-
OMIM	273750	3-M syndrome 1	NOT	HP:0001249	OMIM:273750	TAS			 	P	3-M SYNDROME 1	HPO:skoehler[2014-11-26]	-	-
OMIM	273800	Glanzmann thrombasthenia		HP:0011871	PMID:8282784	PCS		HP:0040285	 	P	GLANZMANN THROMBASTHENIA	HPO:probinson[2022-04-30];HPO:probinson[2022-04-30]	0/1	-
OMIM	273800	Glanzmann thrombasthenia		HP:0011873	PMID:8282784	PCS		HP:0040285	 	P	GLANZMANN THROMBASTHENIA	HPO:skoehler[2014-11-27];HPO:probinson[2022-04-30]	0/1	-
OMIM	273900	Thrombocytopenia 3	NOT	HP:0012143	PMID:25876182	PCS			 	P	THROMBOCYTOPENIA 3	HPO:probinson[2020-09-06]	-	-
OMIM	274000	Thrombocytopenia-absent radius syndrome		HP:0009777	PMID:22742195	PCS		HP:0040285	 	P	THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME	HPO:iea[2010-09-16];HPO:probinson[2022-07-01]	0/1	-
OMIM	274300	Thyroid hormone resistance, generalized, autosomal recessive		HP:0002925	PMID:32505587	PCS		HP:0040285	 	P	THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL RECESSIVE	HPO:probinson[2022-04-22];HPO:probinson[2022-04-22]	0/1	-
OMIM	274300	Thyroid hormone resistance, generalized, autosomal recessive		HP:0032069	PMID:32505587	PCS		HP:0040285	 	P	THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL RECESSIVE	HPO:probinson[2022-04-22];HPO:probinson[2022-04-22]	0/1	-
OMIM	274300	Thyroid hormone resistance, generalized, autosomal recessive		HP:0034116	PMID:32505587	PCS		HP:0040285	 	P	THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL RECESSIVE	HPO:probinson[2022-04-22];HPO:probinson[2022-04-22]	0/1	-
OMIM	275200	Hypothyroidism, congenital, nongoitrous, 1		HP:0000821	PMID:7528344	PCS		HP:0040285	 	P	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1	HPO:iea[2009-02-17];HPO:probinson[2022-11-08]	0/3	-
OMIM	275200	Hypothyroidism, congenital, nongoitrous, 1		HP:0000853	PMID:7528344	PCS		HP:0040285	 	P	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1	HPO:skoehler[2010-06-18];HPO:probinson[2022-11-08]	0/3	-
OMIM	275200	Hypothyroidism, congenital, nongoitrous, 1		HP:0005990	PMID:7528344	PCS		HP:0040285	 	P	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1	HPO:skoehler[2010-06-20];HPO:probinson[2022-11-08]	0/3	-
OMIM	275350	Transcobalamin II deficiency	NOT	HP:0040087	OMIM:275350	TAS			 	P	TRANSCOBALAMIN II DEFICIENCY	HPO:skoehler[2014-11-27]	-	-
OMIM	275350	Transcobalamin II deficiency	NOT	HP:0040126	OMIM:275350	TAS			 	P	TRANSCOBALAMIN II DEFICIENCY	HPO:skoehler[2015-01-04]	-	-
OMIM	276710	Tyrosinemia, type III	NOT	HP:0002910	OMIM:276710	TAS			 	P	TYROSINEMIA, TYPE III	HPO:skoehler[2014-11-27]	-	-
OMIM	277000	Mayer-Rokitansky-Kuster-Hauser syndrome	NOT	HP:0000811	OMIM:277000	TAS			 	P	MAYER-ROKITANSKY-KUSTER-HAUSER SYNDROME	HPO:skoehler[2014-11-27]	-	-
OMIM	277400	Methylmalonic aciduria and homocystinuria, Cblc type	NOT	HP:0040126	OMIM:277400	TAS			 	P	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE	HPO:skoehler[2015-01-04]	-	-
OMIM	277450	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1		HP:0002910	PMID:9845520	PCS		HP:0040285	 	P		HPO:probinson[2022-09-22]	0/4	-
OMIM	277470	Pontocerebellar hypoplasia, type 2A		HP:0000648	PMID:18711368	PCS		HP:0040285	 	P	PONTOCEREBELLAR HYPOPLASIA, TYPE 2A	HPO:probinson[2022-09-24]	0/25	-
OMIM	277470	Pontocerebellar hypoplasia, type 2A		HP:0001561	PMID:18711368	PCS		HP:0040285	 	P	PONTOCEREBELLAR HYPOPLASIA, TYPE 2A	HPO:probinson[2022-09-24]	0/34	-
OMIM	277470	Pontocerebellar hypoplasia, type 2A		HP:0002803	PMID:18711368	PCS		HP:0040285	 	P	PONTOCEREBELLAR HYPOPLASIA, TYPE 2A	HPO:probinson[2022-09-24]	0/34	-
OMIM	277590	Weaver syndrome		HP:0000954	PMID:22177091	PCS		HP:0040285	 	P	WEAVER SYNDROME	HPO:probinson[2022-08-28]	0/3	-
OMIM	277900	Wilson disease		HP:0031964	PMID:33265091	PCS		HP:0040285	 	P	WILSON DISEASE	HPO:probinson[2022-04-28];HPO:probinson[2022-04-28]	0/1	-
OMIM	277900	Wilson disease		HP:0200032	PMID:35169583	PCS		HP:0040285	 	P	WILSON DISEASE	HPO:skoehler[2010-06-24];HPO:probinson[2022-04-28]	0/1	-
OMIM	277950	Winchester syndrome		HP:0001230	PMID:16542393	PCS		HP:0040285	 	P	WINCHESTER SYNDROME	HPO:probinson[2022-04-10]	0/2	-
OMIM	277950	Winchester syndrome		HP:0001482	PMID:16542393	PCS		HP:0040285	 	P	WINCHESTER SYNDROME	HPO:probinson[2022-04-10]	0/2	-
OMIM	277950	Winchester syndrome		HP:0007957	PMID:16542393	PCS		HP:0040285	 	P	WINCHESTER SYNDROME	HPO:skoehler[2015-08-22];HPO:probinson[2022-04-10]	0/2	-
OMIM	278000	Lysosomal acid lipase deficiency	NOT	HP:0010512	PMID:8254026	PCS		HP:0040284	 	P	LYSOSOMAL ACID LIPASE DEFICIENCY	HPO:probinson[2021-06-30]	1/1	-
OMIM	278150	Hypotrichosis 8	NOT	HP:0000164	OMIM:278150	TAS			 	P	HYPOTRICHOSIS 8	HPO:skoehler[2014-11-26]	-	-
OMIM	278150	Hypotrichosis 8	NOT	HP:0000971	OMIM:278150	TAS			 	P	HYPOTRICHOSIS 8	HPO:skoehler[2017-07-13]	-	-
OMIM	278150	Hypotrichosis 8	NOT	HP:0000975	OMIM:278150	IEA			 	P	HYPOTRICHOSIS 8	HPO:skoehler[2010-06-20]	-	-
OMIM	278750	Xeroderma pigmentosum, Variant type	NOT	HP:0000252	OMIM:278750	TAS			 	P	XERODERMA PIGMENTOSUM, VARIANT TYPE	HPO:probinson[2012-08-01]	-	-
OMIM	278750	Xeroderma pigmentosum, Variant type	NOT	HP:0001510	OMIM:278750	TAS			 	P	XERODERMA PIGMENTOSUM, VARIANT TYPE	HPO:probinson[2012-08-01]	-	-
OMIM	278760	Xeroderma pigmentosum, complementation group F	NOT	HP:0000478	OMIM:278760	IEA			 	P	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F	HPO:skoehler[2010-06-20]	-	-
OMIM	278780	Xeroderma pigmentosum, complementation group G		HP:0000252	PMID:23255472	PCS		HP:0040285	 	P	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP G	HPO:probinson[2022-03-15]	0/2	-
OMIM	278780	Xeroderma pigmentosum, complementation group G		HP:0000568	PMID:23255472	PCS		HP:0040285	 	P	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP G	HPO:probinson[2022-03-15]	0/2	-
OMIM	278780	Xeroderma pigmentosum, complementation group G		HP:0001263	PMID:23255472	PCS		HP:0040285	 	P	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP G	HPO:probinson[2022-03-15]	0/2	-
OMIM	278850	46,xx sex reversal 2	NOT	HP:0002652	OMIM:278850	TAS			 	P	46,XX SEX REVERSAL 2	HPO:skoehler[2017-07-13]	-	-
OMIM	300042	Alopecia, congenital	NOT	HP:0000499	OMIM:300042	TAS			 	P	ALOPECIA, CONGENITAL	HPO:probinson[2012-07-19]	-	-
OMIM	300042	Alopecia, congenital	NOT	HP:0000534	OMIM:300042	TAS			 	P	ALOPECIA, CONGENITAL	HPO:probinson[2012-07-19]	-	-
OMIM	300055	Mental retardation, X-linked, syndromic 13		HP:0000252	PMID:11007980	PCS		HP:0040285	 	P	MENTAL RETARDATION, X-LINKED, SYNDROMIC 13	HPO:probinson[2021-09-28]	0/4	MALE
OMIM	300106	Spondyloepimetaphyseal dysplasia, X-linked	NOT	HP:0000271	OMIM:300106	TAS			 	P	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED	HPO:skoehler[2015-10-05]	-	-
OMIM	300106	Spondyloepimetaphyseal dysplasia, X-linked	NOT	HP:0001249	OMIM:300106	TAS			 	P	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED	HPO:skoehler[2014-11-26]	-	-
