phenotype1;phenotype2;cosOriginal;cosTuned;cosOriginalTrans;cosTunedTrans;lin;deltaOriginal;deltaTuned;deltaOriginalTrans;deltaTunedTrans
Spinal hypomyelination;Hyperphenylalaninemia;0.8735952973365784;0.8482081;0.5403437934565859;0.5485043465632302;0.9999028053808913;-0.1263075080443129;-0.15169467597491593;-0.45955901192430537;-0.45139845881766105
Spinal hypomyelination;Ureteropelvic junction obstruction;0.9419670142233372;0.76635504;0.5184828575266451;0.575065336229289;0.9998847295244674;-0.05791771530113021;-0.2335296918352584;-0.48140187199782225;-0.42481939329517837
Spinal hypomyelination;Cone-shaped epiphysis of the proximal phalanx of the 2nd toe;0.8873676806688309;0.7168354;0.535928220055731;0.5913842695793684;1.0;-0.11263231933116913;-0.2831646203994751;-0.46407177994426896;-0.4086157304206316
Spinal hypomyelination;Difficulty walking;0.7861744463443756;0.72220755;0.568592412473405;0.589602743098175;0.7403726674076037;0.04580177893677195;-0.018165121173472798;-0.17178025493419868;-0.1507699243094287
Spinal hypomyelination;Bilobate gallbladder;0.9369116127490997;0.8640929;0.5200950025980844;0.5433948681591736;0.9999134918687169;-0.06300187911961719;-0.13582060542081043;-0.47981848927063253;-0.4565186237095433
Spinal hypomyelination;Histidinuria;0.8043711930513382;0.7628156;0.5626747726543208;0.5762245516435689;0.9999090677057578;-0.19553787465441963;-0.2370934730326011;-0.43723429505143707;-0.42368451606218893
Spinal hypomyelination;Widened interpedicular distance;0.9640952870249748;0.91692907;0.5114312821014482;0.5264728064011054;1.0;-0.03590471297502518;-0.08307093381881714;-0.48856871789855183;-0.4735271935988946
Bladder polyp;Aberrant melanosome maturation;0.9533695578575134;0.84807736;0.5148483150746901;0.5485464659978196;0.9999600672783046;-0.046590509420791126;-0.15188271046296642;-0.48511175220361447;-0.4514136012804849
Bladder polyp;Vertebral artery tortuosity;0.981898583471775;0.8707218;0.5057621745376641;0.5412660277583754;0.9999600672783046;-0.0180614838065295;-0.129238250261703;-0.4941978927406404;-0.45869403951992915
Bladder polyp;Warm reactive autoantibody positivity;0.9660680890083313;0.8642243;0.51080293644017;0.5433526418377358;0.9999201345566091;-0.03385204554827781;-0.13569581986697288;-0.48911719811643906;-0.4565674927188733
Bladder polyp;Right aortic arch with retroesophageal left subclavian artery;0.9771431870758533;0.8961301;0.5072761831683364;0.5331225588029118;0.9999201345566091;-0.02277694748075576;-0.10379004956515403;-0.49264395138827266;-0.4667975757536973
Bladder polyp;Elevated urine suberic acid level;0.7300965189933777;0.7414675;0.5869917971755039;0.5832389173444763;0.8144325676816837;-0.08433604868830602;-0.07296509179057042;-0.22744077050617983;-0.2311936503372074
Bladder polyp;Burkitt lymphoma;0.8632989823818207;0.7082919;0.5436499611929819;0.5942235981824188;0.9999574798349273;-0.13665849745310665;-0.2916655915979278;-0.4563075186419454;-0.40573388165250857
Bladder polyp;Snail-like ilia;0.7897103875875473;0.813921;0.5674406933693061;0.5595780564227191;0.9999600672783046;-0.21024967969075725;-0.18603909254685924;-0.4325193739089984;-0.4403820108555855
Bladder polyp;Indurated nodule;0.7866779714822769;0.6641419;0.5684283500183023;0.6090262633666459;0.9999201345566091;-0.2132421630743322;-0.3357782411697683;-0.43149178453830683;-0.3908938711899632
Bladder polyp;Absent leukocyte alkaline phosphatase;0.9276312217116356;0.79858035;0.5230558523628045;0.5645554926257851;0.9999600672783046;-0.07232884556666896;-0.20137971878663585;-0.47690421491550006;-0.43540457465251947
Bladder polyp;Hippocampal sclerosis;0.9030701667070389;0.7910367;0.5309022434288402;0.567008903827043;0.9999201345566091;-0.09684996784957023;-0.20888340951235862;-0.4690178911277689;-0.43291123072956605
Bladder polyp;Decreased sensitivity to hypoxemia;0.9601312354207039;0.89928424;0.5126939863187321;0.5321132688477553;0.9999600672783046;-0.039828831857600666;-0.10067582369462535;-0.48726608095957247;-0.4678467984305492
Bladder polyp;Decreased level of tissue plasminogen activator;0.9184555336833;0.83293927;0.525985262401879;0.5534275929981789;0.9999201345566091;-0.08146460087330909;-0.1669808673981008;-0.47393487215473007;-0.4464925415584302
Bladder polyp;Submandibular lymph node enlargement;0.8798416331410408;0.78469926;0.5383402359183567;0.569073170599196;0.9999600672783046;-0.12011843413726375;-0.21526080608979747;-0.4616198313599479;-0.4308868966791085
Bladder polyp;Hepatic hemangioma;1.006954301148653;0.8448708;0.49778635934984605;0.5495793794800785;0.9999584729108851;0.006995828237767898;-0.1550876671705287;-0.5021721135610391;-0.4503790934308066
Bladder polyp;Triangular epiphysis of the distal phalanx of the 2nd finger;1.0141784669831395;0.96164393;0.4954867025624995;0.5122121069971194;0.9999201345566091;0.014258332426530407;-0.03827620030673118;-0.5044334319941096;-0.4877080275594897
Bladder polyp;Acne inversa;0.8222863376140594;0.79728866;0.55687008520821;0.5649753110855187;0.9999548690865008;-0.17766853147244133;-0.20266621285175956;-0.44308478387829076;-0.4349795580009821
Bladder polyp;Dentin dysplasia;0.9784997217357159;0.8550632;0.5068442785045766;0.5462978857512304;0.9999201345566091;-0.021420412820893242;-0.14485693455966087;-0.4930758560520325;-0.4536222488053787
Bladder polyp;Aplasia of the inner ear;0.923668697476387;0.7395414;0.5243206645851803;0.5838737396288284;0.9999600672783046;-0.07629136980191753;-0.26041865587846325;-0.4756394026931242;-0.4160863276494762
Bladder polyp;Polycystic liver disease;0.8938252851366997;0.68206054;0.5338602840143034;0.6029908769621175;0.9999567459343585;-0.10613146079765878;-0.31789620621191583;-0.46609646192005505;-0.39696586897224095
Bladder polyp;Subungual hyperkeratosis;0.9228367060422897;0.86904114;0.5245862791013747;0.5418055799384452;0.9999556674707869;-0.07711896142849717;-0.13091452262291703;-0.4753693883694122;-0.45815008753234165
Bladder polyp;Broad humeral epiphyses;0.9471711963415146;0.87397975;0.5168237622005913;0.5402204327460578;0.9999201345566091;-0.05274893821509452;-0.12594038726122947;-0.48309637235601777;-0.4596997018105513
Bladder polyp;Autoimmune thrombocytopenia;0.9991680239327252;0.8563034;0.5002648262378333;0.5458989434551403;0.9999509115718902;-0.0007828876391650086;-0.1436475177311004;-0.4996860853340569;-0.45405196811674986
Bladder polyp;Adenomyosis;0.607213020324707;0.7033986;0.6284890274635149;0.5958532782099604;0.8586132879499475;-0.2514002676252405;-0.15521470263042847;-0.23012426048643264;-0.26276000973998714
Bladder polyp;Elevated leukocyte alkaline phosphatase;0.9347084015607834;0.81396663;0.520797755935992;0.5595632650268816;0.9999600672783046;-0.06525166571752117;-0.1859934353889613;-0.4791623113423126;-0.44039680225142297
Bladder polyp;Clasp-knife sign;0.9123509079217911;0.90824735;0.5279354190281715;0.5292469046860933;0.9999201345566091;-0.08756922663481803;-0.09167278291018577;-0.47198471552843757;-0.47067322987051585
Bladder polyp;Keratosis pilaris;0.9056640490889549;0.7730959;0.5300727830938328;0.5728603947679144;0.9999506876445663;-0.09428663855561137;-0.22685478186377406;-0.4698779045507335;-0.4270902928766519
Bladder polyp;Lamina lucida cleavage;1.0263086911290884;0.92359823;0.4916247171767173;0.5243431584307979;0.9999548690865008;0.026353822042587627;-0.07635663920139946;-0.5083301519097835;-0.47561171065570285
Bladder polyp;Abnormal central response of multifocal electroretinogram;0.9352261051535606;0.8129864;0.5206326161830976;0.5598808645646809;0.9999201345566091;-0.06469402940304847;-0.18693376065524192;-0.47928751837351147;-0.4400392699919282
Bladder polyp;Atypical or prolonged hepatitis;1.009941477328539;0.86570346;0.49683547735506484;0.5428774665448508;0.9999600672783046;0.00998141005023434;-0.13425660372392223;-0.5031245899232397;-0.45708260073345375
Bladder polyp;Cubitus varus;0.9811298716813326;0.8903576;0.5060069049248905;0.5349705618446661;0.9999201345566091;-0.01879026287527652;-0.10956252099307151;-0.4939132296317186;-0.46494957271194304
Bladder polyp;Nasal regurgitation;0.6889079809188843;0.67219716;0.60069473861602;0.6063081709633344;0.9999584729108851;-0.31105049199200085;-0.32776130980587415;-0.39926373429486517;-0.3936503019475507
Bladder polyp;Moon facies;1.0585310496389866;1.0425069;0.4813583338709083;0.48646553557940575;0.9999584729108851;0.058572576728101455;0.04254846030139514;-0.5186001390399768;-0.5134929373314794
Bladder polyp;Intestinal pseudo-obstruction;0.6574941873550415;0.6082313;0.6112756413974203;0.6281366530744039;0.9999539510871024;-0.3424597637320609;-0.3917226450110526;-0.3886783096896821;-0.37181729801269847
Bladder polyp;Bilateral renal atrophy;0.7571933269500732;0.7029374;0.5780680660510482;0.5960069985811697;0.8144325676816837;-0.05723924073161046;-0.11149514349879186;-0.2363645016306355;-0.21842556910051403
Bladder polyp;Fractured left clavicle;1.01582813821733;0.9404601;0.4949615367296051;0.5189633587535225;0.9999201345566091;0.01590800366072087;-0.05946004868777366;-0.504958597827004;-0.4809567758030866
Bladder polyp;Positive urine norcotinine test;0.608673632144928;0.5647717;0.6279836393740195;0.6433323394279788;0.9999201345566091;-0.39124650241168113;-0.43514842273028465;-0.37193649518258964;-0.35658779512863026
Bladder polyp;Long fibula;0.9588824696838856;0.8628508;0.5130918071104731;0.5437939928334528;0.9999567459343585;-0.041074276250472885;-0.13710596067892633;-0.4868649388238854;-0.4561627531009057
Bladder polyp;Fragmentation of the epiphysis of the distal phalanx of the hallux;0.9831916149705648;0.8965789;0.5053505270859201;0.5329789204187754;0.9999201345566091;-0.016728519586044266;-0.10334122658999534;-0.494569607470689;-0.46694121413783374
Bladder polyp;Type II cryptotia;1.030358636751771;0.96952915;0.49033506079289413;0.5097006790539635;0.9999201345566091;0.030438502195161865;-0.030390982640105202;-0.509585073763715;-0.49021945550264556
Bladder polyp;Increased variability in muscle fiber diameter;0.8821244984865189;0.8355552;0.5376083752416856;0.5525832515213116;0.9999473166570552;-0.1178228181705363;-0.16439212084864452;-0.4623389414153696;-0.44736406513574356
Bladder polyp;Widened proximal tibial metaphyses;0.9712136164307594;0.85913193;0.5091642564440189;0.5449893275755601;0.9999600672783046;-0.028746450847545124;-0.1408281350196986;-0.4907958108342857;-0.4549707397027445
Bladder polyp;Wide anterior fontanel;1.0047530718147755;0.9202036;0.49848704455487514;0.5254270006292057;0.9999476714516888;0.0048054003630866315;-0.07974404529583556;-0.5014606268968137;-0.47452067082248317
Bladder polyp;Increased circulating oleate level;1.103260412812233;0.96381354;0.4670724959050412;0.5115210198532685;0.9999201345566091;0.10334027825562386;-0.03610659123690696;-0.5328476386515679;-0.48839911470334063
Bladder polyp;Lozenge-shaped umbilicus;0.7963501811027527;0.82259554;0.5652804007908121;0.5567700749303743;0.9999584729108851;-0.20360829180813245;-0.17736293620205335;-0.43467807212007303;-0.4431883979805108
Bladder polyp;Anti-myelin-associated glycoprotein antibody positivity;0.883394367992878;0.76188153;0.5372013562061716;0.5765306527140166;0.9999201345566091;-0.11652576656373115;-0.23803860427172752;-0.4627187783504375;-0.4233894818425925
Bladder polyp;Fractured radius;0.9285567253828049;0.8155545;0.5227604908142667;0.5590489295754332;0.9999600672783046;-0.07140334189549968;-0.18440556765214489;-0.4771995764640379;-0.4409111377028714
Bladder polyp;Abnormal manual kinetic perimetry test;0.9236720651388168;0.82066596;0.5243195894884907;0.5573942995903225;0.9999201345566091;-0.07624806941779227;-0.17925417901309104;-0.47560054506811844;-0.4425258349662866
Bladder polyp;Small radial epiphyses;0.9633626565337181;0.8965825;0.5116646391863275;0.532977783070057;0.9999201345566091;-0.036557478022891;-0.10333765031130882;-0.48825549537028157;-0.46694235148655205
Bladder polyp;Generalized keratosis follicularis;0.9725723918527365;0.940025;0.5087315738166206;0.5191021006400135;0.9999600672783046;-0.02738767542556808;-0.059935095316329456;-0.49122849346168396;-0.48085796663829106
Bladder polyp;Hypoplasia of the calcaneus;0.9647835493087769;0.85138917;0.5112120627565764;0.5474801610941282;0.9999584729108851;-0.03517492360210828;-0.14856930321789197;-0.48874641015430875;-0.4524783118167569
Bladder polyp;2-hydroxyadipic aciduria;0.8475671708583832;0.7680093;0.5487107721406821;0.5745238925853573;0.6288651353633673;0.21870203549501588;0.13914416963693788;-0.08015436322268521;-0.05434124277801
Bladder polyp;Potter facies;0.9046517238020897;0.8406544;0.5303964753537365;0.5509384324686952;0.9999552432134126;-0.09530351941132287;-0.15930087004446725;-0.4695587678596761;-0.44901681074471733
Bladder polyp;Increased heart rate variability;0.9639899358153343;0.89187807;0.5114648381328937;0.5344836961375328;0.9999600672783046;-0.035970131462970234;-0.10808199883119152;-0.4884952291454109;-0.4654763711407718
Bladder polyp;Aplastic zygomatic arch;1.0281059108674526;0.8990629;0.4910524324366844;0.5321840993260886;0.9999584729108851;0.02814743795656749;-0.10089560097790173;-0.5089060404742007;-0.46777437358479657
Bladder polyp;Testicular torsion;0.8442846983671188;0.7809526;0.5497682430430118;0.5702949443374974;0.8586132879499475;-0.014328589582828677;-0.07766071512737671;-0.30884504490693576;-0.2883183436124501
Bladder polyp;Abolished vibration sense;0.9737480580806732;0.9109275;0.5083572127476078;0.5283902959777464;0.9999584729108851;-0.026210414830211914;-0.08903099841213635;-0.4916012601632773;-0.4715681769331387
Bladder polyp;Fractured metatarsal bone of digit 5;1.0075387209653854;0.9710847;0.49760032785735075;0.5092053032833801;0.9999201345566091;0.007618586408776329;-0.028835420620757057;-0.5023198066992584;-0.490714831273229
Bladder polyp;Prolonged G2 phase of cell cycle;0.92168128490448;0.9191842;0.5249551775316457;0.5257525429669341;0.9999567459343585;-0.07827546102987848;-0.0807725380180987;-0.4750015684027128;-0.4742042029674244
Bladder polyp;Single naris;0.8169562965631485;0.76659226;0.5585949853770815;0.5749876823434354;0.9999567459343585;-0.18300044937120996;-0.23336448175894342;-0.44136176055727694;-0.424969063590923
Bladder polyp;Perifoveal ring of hyperautofluorescence surrounded by normal autofluorescence;1.0688166171312332;0.9520086;0.47807766412746877;0.5152819960007501;0.9999201345566091;0.06889648257462411;-0.047911529553252175;-0.5218424704291403;-0.484638138555859
Bladder polyp;Asymmetry of the thorax;0.9285718202590942;0.81689423;0.5227556736590688;0.5586150852009855;0.9999567459343585;-0.07138492567526422;-0.18306251270758234;-0.47720107227528963;-0.441341660733373
Bladder polyp;Type 2 muscle fiber predominance;0.9028147906064987;0.88086706;0.530983917769605;0.5380114647047949;0.9999556674707869;-0.09714087686428818;-0.11908860347161088;-0.46897174970118194;-0.461944202765992
Bladder polyp;Dependency on parenteral nutrition;0.8305808752775192;0.778569;0.5541891525989702;0.5710727682536328;0.9999584729108851;-0.1693775976333659;-0.2213894898328822;-0.44576932031191496;-0.4288857046572523
Bladder polyp;Limited shoulder flexion;0.9149829745292664;0.84781384;0.5270944661172441;0.5486313361181785;0.9999201345566091;-0.08493716002734275;-0.15210628987582298;-0.472825668439365;-0.4512887984384306
Bladder polyp;Paroxysmal vertigo;0.9149032011628151;0.7490012;0.5271199511237017;0.5807590199576464;0.9999584729108851;-0.08505527174807004;-0.25095726794338635;-0.47283852178718344;-0.4191994529532387
Bladder polyp;Long hallux;1.0535290390253067;0.98147345;0.4829530301160275;0.505897521547144;0.9999526340597648;0.053576404965541946;-0.01847918816743077;-0.5169996039437372;-0.4940551125126208
Bladder polyp;Broad medial eyebrow;1.0191550068557262;0.9850825;0.4939023990263126;0.5047485675147333;0.9999600672783046;0.019194939577421688;-0.014877560144820667;-0.5060576682519919;-0.49521149976357126
Bladder polyp;Myxoid subcutaneous tumors;0.8989707678556442;0.80590665;0.5322135628348454;0.5621764731540482;0.9999600672783046;-0.10098929942266033;-0.19405341387406871;-0.4677465044434591;-0.4377835941242564
Bladder polyp;Bulbous tips of toes;1.029782474040985;0.93812203;0.49051854205648815;0.5197089556140031;0.9999584729108851;0.029824001130099975;-0.061836438838009156;-0.509439930854397;-0.48024951729688203
Bladder polyp;Absent internal genitalia;0.7892605066299438;0.799113;0.5675871775312176;0.5643824143903545;0.717226575899895;0.07203393073004882;0.08188639969748657;-0.14963939836867746;-0.1528441615095405
Bladder polyp;Hyperphalangy of the 2nd finger;0.989790128543973;0.9284644;0.5032499594862153;0.5227899597441367;0.9999600672783046;-0.010169938734331585;-0.07149565458909557;-0.49671010779208924;-0.4771701075341679
Bladder polyp;Renal interstitial hemosiderin;0.7983254641294479;0.7985871;0.5646383246487945;0.5645533135327478;0.6288651353633673;0.16946032876608064;0.16972194845316102;-0.06422681071457281;-0.06431182183061945
Bladder polyp;Abnormality of depressor anguli oris muscle;0.8661191016435623;0.7946396;0.5427439591701164;0.5658366607787085;0.9999201345566091;-0.1338010329130468;-0.20528054715426536;-0.4571761753864927;-0.4340834737779006
Bladder polyp;Paroxysmal dyspnea;0.7062563598155975;0.5835993;0.594901199030327;0.6367086356790319;0.9999201345566091;-0.2936637747410116;-0.41632080556185813;-0.4050189355262821;-0.3632114988775772
Bladder polyp;Phenylpyruvic acidemia;0.7442094683647156;0.5954696;0.5823357383526542;0.6325650184115105;0.9999600672783046;-0.255750598913589;-0.40449047327653453;-0.4176243289256504;-0.3673950488667941
Bladder polyp;Lateral ventricle dilatation;1.0246884021908045;0.904964;0.4921406389680355;0.5302966165463752;0.9999488789551968;0.024739523235607686;-0.09498484916622585;-0.5078082399871613;-0.46965226240882163
Bladder polyp;Neonatal unconjugated hyperbilirubinemia;0.8785908222198486;0.74727094;0.5387413178123526;0.5813281166136068;0.9999600672783046;-0.12136924505845592;-0.2526891255439906;-0.461218749465952;-0.4186319506646977
Bladder polyp;High maternal circulating alpha-fetoprotein concentration;1.0343756675720215;0.92752457;0.4890557289959627;0.5230898815951456;0.9999201345566091;0.034455533015412376;-0.07239556790621848;-0.5108644055606464;-0.47683025296146353
Bladder polyp;Prominent nasolabial fold;0.9331592544913292;0.8253515;0.5212919444950057;0.5558789166270193;0.9999545338528789;-0.06679527936154972;-0.1746030571835674;-0.4786625893578732;-0.44407561722585964
Bladder polyp;Abnormality of inferior alveolar nerve;0.9792469795793295;0.8573233;0.5066063658395443;0.5455709207096606;0.9999201345566091;-0.020673154977279617;-0.1425968456390676;-0.4933137687170648;-0.4543492138469485
Bladder polyp;Unilateral conductive hearing impairment;0.9491331540048122;0.75835985;0.5161984104789112;0.5776853533876429;0.9999600672783046;-0.050826913273492313;-0.24160021782533214;-0.4837616567993933;-0.4222747138906616
Bladder polyp;Macular hypopigmented whorls, streaks, and patches;1.0124468058347702;0.90545964;0.49603795634495973;0.5301381398575771;0.9999600672783046;0.012486738556465649;-0.09450042486802623;-0.5039221109333448;-0.4698219274207275
Bladder polyp;Delayed ossification of pubic rami;0.9349812790751457;0.8439379;0.5207107113681005;0.5498799974724915;0.9999584729108851;-0.06497719383573941;-0.1560205990705531;-0.4792477615427846;-0.45007847543839363
Bladder polyp;Hyperphenylalaninemia;0.936073049902916;0.77911353;0.5203624653637271;0.570895017503203;0.9999561589935034;-0.06388310909058748;-0.22084262788083253;-0.47959369362977633;-0.4290611414903004
Bladder polyp;Ureteropelvic junction obstruction;0.36332976818084717;0.46363205;0.7196887378189751;0.6802040569134518;0.7807636207142028;-0.41743385253335563;-0.3171315735378417;-0.06107488289522767;-0.10055956380075104
Bladder polyp;Cone-shaped epiphysis of the proximal phalanx of the 2nd toe;1.0104356808587909;0.9544851;0.4966781593184173;0.5144928471930584;0.9999201345566091;0.010515546302181766;-0.04543501616747947;-0.5032419752381918;-0.4854272873635507
Bladder polyp;Difficulty walking;0.9646355658769608;0.88934946;0.5112591967057735;0.5352934266840448;0.9999461221900431;-0.03531055631308233;-0.11059666158823644;-0.4886869254842696;-0.4646526955059983
Bladder polyp;Bilobate gallbladder;0.6127794086933136;0.54784125;0.6265648147182779;0.6493459535123569;0.9999584729108851;-0.38717906421757153;-0.4521172220144313;-0.3733936581926073;-0.3506125193985282
Bladder polyp;Histidinuria;0.8492036312818527;0.7841315;0.548183778332091;0.5692582524222799;0.8024087134738423;0.04679491780801037;-0.018277186526820866;-0.2542249351417514;-0.23315046105156245
Bladder polyp;Widened interpedicular distance;1.0207348298281431;0.9200066;0.4933994256520965;0.5254899399613533;0.9999201345566091;0.02081469527153401;-0.07991356135638328;-0.5065207089045126;-0.4744301945952558
Aberrant melanosome maturation;Vertebral artery tortuosity;0.9372413903474808;0.82901627;0.5199898226983838;0.554694561557865;0.9999600672783046;-0.06271867693082378;-0.17094379902497814;-0.47997024457992077;-0.44526550572043955
Aberrant melanosome maturation;Warm reactive autoantibody positivity;0.8256292194128036;0.77841425;0.5557891306412743;0.5711232664735251;0.9999201345566091;-0.17429091514380546;-0.2215058851364431;-0.4441310039153348;-0.42879686808308404
Aberrant melanosome maturation;Right aortic arch with retroesophageal left subclavian artery;0.9804539475589991;0.9324354;0.506222097960918;0.5215228882336607;0.9999201345566091;-0.019466186997610047;-0.06748474122317405;-0.4936980365956911;-0.47839724632294844
Aberrant melanosome maturation;Elevated urine suberic acid level;0.86676225066185;0.8274011;0.5425373877651289;0.5552164389567551;0.9999600672783046;-0.13319781661645458;-0.17255896568910167;-0.4574226795131756;-0.44474362832154946
Aberrant melanosome maturation;Burkitt lymphoma;0.792241781949997;0.7329134;0.5666167242195228;0.5860609852748169;0.9999574798349273;-0.20771569788493038;-0.26704410493410946;-0.4333407556154045;-0.41389649456011046
Aberrant melanosome maturation;Snail-like ilia;0.979457775130868;0.9605977;0.5065392532240065;0.5125453959468527;0.9999600672783046;-0.020502292147436596;-0.039362373358169056;-0.49342081405429805;-0.4874146713314519
Aberrant melanosome maturation;Indurated nodule;0.890276625752449;0.855719;0.5349964975452262;0.5460869301998452;0.656988850480855;0.23328777527159406;0.1987301198179121;-0.12199235293562882;-0.11090192028100976
Aberrant melanosome maturation;Absent leukocyte alkaline phosphatase;0.8470415771007538;0.7937056;0.5488800590143155;0.5661404639451852;0.9999600672783046;-0.15291849017755077;-0.20625448465959118;-0.4510800082639891;-0.4338196033331193
Aberrant melanosome maturation;Hippocampal sclerosis;0.8546595126390457;0.76803106;0.5464277586103564;0.5745167781994391;0.9999201345566091;-0.1452606219175634;-0.23188907386096091;-0.4534923759462527;-0.42540335635716997
Aberrant melanosome maturation;Decreased sensitivity to hypoxemia;0.8246620297431946;0.7413082;0.5561018137893756;0.5832913880274615;0.9999600672783046;-0.17529803753510997;-0.2586518549980311;-0.44385825348892893;-0.41666867925084305
Aberrant melanosome maturation;Decreased level of tissue plasminogen activator;0.8719174712896347;0.7683329;0.5408822388979948;0.5744179999159955;0.9999201345566091;-0.1280026632669744;-0.23158723593981834;-0.4590378956586143;-0.4255021346406136
Aberrant melanosome maturation;Submandibular lymph node enlargement;0.906162828207016;0.8328087;0.5299133093455535;0.553469764899783;0.9999600672783046;-0.09379723907128856;-0.16715139389649913;-0.4700467579327511;-0.4464903023785216
Aberrant melanosome maturation;Hepatic hemangioma;0.8537055850028992;0.77057207;0.54673468378574;0.573685518248402;0.9999584729108851;-0.14625288790798596;-0.22938640660381726;-0.45322378912514516;-0.42627295466248316
Aberrant melanosome maturation;Triangular epiphysis of the distal phalanx of the 2nd finger;0.8591731488704681;0.81197935;0.5449760853997742;0.5602071833847917;0.9999201345566091;-0.14074698568614097;-0.18794078112872215;-0.45494404915683495;-0.4397129511718174
Aberrant melanosome maturation;Acne inversa;0.7987624406814575;0.8539374;0.5644963192327739;0.5466600879925811;0.8230814931248395;-0.02431905244338195;0.030855894341591195;-0.2585851738920656;-0.2764214051322583
Aberrant melanosome maturation;Dentin dysplasia;0.791651576757431;0.6861449;0.5668087953701368;0.6016206208992636;0.9999201345566091;-0.20826855779917808;-0.3137752461555776;-0.43311133918647227;-0.3982995136573455
Aberrant melanosome maturation;Aplasia of the inner ear;0.8206323087215424;0.6730674;0.5574051765887016;0.6060150150696413;0.9999600672783046;-0.1793277585567622;-0.32689267635957286;-0.44255489068960296;-0.39394505220866327
Aberrant melanosome maturation;Polycystic liver disease;0.8385589718818665;0.68925107;0.5516141585683783;0.600579826480568;0.9999567459343585;-0.161397774052492;-0.31070568068014703;-0.4483425873659802;-0.3993769194537905
Aberrant melanosome maturation;Subungual hyperkeratosis;0.6798257231712341;0.72394514;0.6037414707393753;0.5890271485566918;0.8095978540801885;-0.12977213090895434;-0.08565271324156543;-0.20585638334081313;-0.22057070552349667
Aberrant melanosome maturation;Broad humeral epiphyses;0.9720558375120163;0.86713195;0.5088960612244188;0.5424186488385307;0.9999201345566091;-0.027864297044592812;-0.13278818608553977;-0.49102407333219034;-0.45750148571807836
Aberrant melanosome maturation;Autoimmune thrombocytopenia;0.7961999177932739;0.7038485;0.5653292556642305;0.5957033351461731;0.9999509115718902;-0.20375099377861627;-0.2961024303936065;-0.43462165590765967;-0.40424757642571707
Aberrant melanosome maturation;Adenomyosis;0.8067115247249603;0.70357364;0.561915324426838;0.5957949313044655;0.9999600672783046;-0.19324854255334423;-0.2963864231170802;-0.43804474285146655;-0.4041651359738391
Aberrant melanosome maturation;Elevated leukocyte alkaline phosphatase;0.85677570104599;0.80208707;0.5457470320368736;0.5634163300631856;0.9999600672783046;-0.14318436623231456;-0.1978729987205653;-0.454213035241431;-0.43654373721511897
Aberrant melanosome maturation;Clasp-knife sign;0.9916522186249495;1.0033909;0.5026572122014952;0.4989206395009945;0.9999201345566091;-0.008267915931659653;0.0034707736846628645;-0.49726292235511393;-0.5009994950556146
Aberrant melanosome maturation;Keratosis pilaris;0.6043006181716919;0.6670278;0.6294977769632739;0.6080515405140144;0.7882101819680228;-0.18390956379633094;-0.12118241049509193;-0.15871240500474892;-0.1801586414540084
Aberrant melanosome maturation;Lamina lucida cleavage;0.819402888417244;0.8069999;0.5578030099399754;0.5618217630605247;0.8061689028324591;0.013233985584784835;0.0008310189662469325;-0.24836589289248368;-0.24434713977193445
Aberrant melanosome maturation;Abnormal central response of multifocal electroretinogram;0.6597255170345306;0.63681704;0.6105199885135324;0.6183100098998806;0.9999201345566091;-0.34019461752207847;-0.3631030964973745;-0.3894001460430767;-0.3816101246567285
Aberrant melanosome maturation;Atypical or prolonged hepatitis;0.8728214800357819;0.76043475;0.5405921112394987;0.5770049135894135;0.9999600672783046;-0.1271385872425227;-0.23952532053605602;-0.45936795603880587;-0.42295515368889103
Aberrant melanosome maturation;Cubitus varus;0.9549310766160488;0.9609255;0.5143507448959386;0.5124409547293893;0.9999201345566091;-0.044989057940560295;-0.03899461509020896;-0.48556938966067054;-0.4874791798272198
Aberrant melanosome maturation;Nasal regurgitation;0.9591875523328781;0.86981857;0.5129946147018105;0.541555991158428;0.9999584729108851;-0.04077092057800702;-0.13013990468120984;-0.4869638582090746;-0.4584024817524571
Aberrant melanosome maturation;Moon facies;0.6925778388977051;0.7618619;0.5994663690303392;0.5765370747427323;0.9999584729108851;-0.30738063401318005;-0.23809655255413464;-0.4004921038805459;-0.42342139816815283
Aberrant melanosome maturation;Intestinal pseudo-obstruction;0.9307738542556763;0.7691784;0.5220530045007387;0.5741413785972224;0.9999539510871024;-0.06918009683142612;-0.2307755605841727;-0.47790094658636373;-0.42581257248988
Aberrant melanosome maturation;Bilateral renal atrophy;0.8194779753684998;0.79390943;0.5577787096222779;0.5660741522047142;0.9999600672783046;-0.1804820919098048;-0.20605063677445934;-0.4421813576560266;-0.4338859150735903
Aberrant melanosome maturation;Fractured left clavicle;1.010548071935773;0.9635682;0.4966423821582566;0.5115991572772625;0.9999201345566091;0.010627937379163788;-0.03635192395480247;-0.5032777523983525;-0.48832097727934665
Aberrant melanosome maturation;Positive urine norcotinine test;0.8652870655059814;0.8751757;0.5430112256367174;0.5398367049276442;0.9999201345566091;-0.13463306905062766;-0.12474442006381126;-0.45690890891989167;-0.46008342962896487
Aberrant melanosome maturation;Long fibula;1.0151377581059933;0.9278188;0.49518131789337083;0.5229959956999017;0.9999567459343585;0.015181012171634811;-0.0721379707573565;-0.5047754280409876;-0.4769607502344567
