phenotypeId	numberPapers	phenotypeName
HP:0002729	239	Follicular hyperplasia
HP:0002732	239	Lymph node hypoplasia
HP:0002737	239	Thick skull base
HP:0002740	239	Recurrent E. coli infections
HP:0002741	51	Recurrent Serratia marcescens infections
HP:0002742	239	Recurrent Klebsiella infections
HP:0002745	239	Oral leukoplakia
HP:0002749	239	Osteomalacia
HP:0002752	67	Sparse bone trabeculae
HP:0002756	239	Pathologic fracture
HP:0002761	239	Generalized joint laxity
HP:0002766	239	Relatively short spine
HP:0002787	167	Tracheal calcification
HP:0002790	59	Neonatal breathing dysregulation
HP:0002792	239	Reduced vital capacity
HP:0002804	239	Arthrogryposis multiplex congenita
HP:0002805	60	Accelerated bone age after puberty
HP:0002812	239	Coxa vara
HP:0002816	239	Genu recurvatum
HP:0002821	239	Neuropathic arthropathy
HP:0002822	108	Hyperplasia of the femoral trochanters
HP:0002825	229	Caudal appendage
HP:0002828	239	Multiple joint contractures
HP:0002835	239	Aspiration
HP:0002836	239	Bladder exstrophy
HP:0002839	239	Urinary bladder sphincter dysfunction
HP:0002840	239	Lymphadenitis
HP:0002842	160	Recurrent Burkholderia cepacia infections
HP:0002847	239	Impaired memory B cell generation
HP:0002849	239	Absence of lymph node germinal center
HP:0002850	87	Decreased circulating total IgM
HP:0002853	239	Increased proportion of HLA DR+ T cells
HP:0002865	239	Medullary thyroid carcinoma
HP:0002870	239	Obstructive sleep apnea
HP:0002875	239	Exertional dyspnea
HP:0002876	192	Episodic tachypnea
HP:0002877	239	Nocturnal hypoventilation
HP:0002878	239	Respiratory failure
HP:0002882	122	Sudden episodic apnea
HP:0002884	239	Hepatoblastoma
HP:0002886	171	Vagal paraganglioma
HP:0002888	239	Ependymoma
HP:0002891	239	Uterine leiomyosarcoma
HP:0002895	239	Papillary thyroid carcinoma
HP:0002897	239	Parathyroid adenoma
HP:0002902	239	Hyponatremia
HP:0002907	239	Microscopic hematuria
HP:0002908	239	Conjugated hyperbilirubinemia
HP:0002909	100	Generalized aminoaciduria
HP:0002912	239	Methylmalonic acidemia
HP:0002917	239	Hypomagnesemia
HP:0002918	239	Hypermagnesemia
HP:0002920	239	Decreased circulating ACTH level
HP:0002922	239	Increased CSF protein concentration
HP:0002923	239	Rheumatoid factor positive
HP:0002925	77	Elevated circulating thyroid-stimulating hormone concentration
HP:0002928	239	Decreased activity of the pyruvate dehydrogenase complex
HP:0002930	239	Impaired sensitivity to thyroid hormone
HP:0002932	110	Aldehyde oxidase deficiency
HP:0002947	239	Cervical kyphosis
HP:0002953	239	Vertebral compression fracture
HP:0002958	239	Immune dysregulation
HP:0002961	239	Dysgammaglobulinemia
HP:0002965	54	Cutaneous anergy
HP:0002967	239	Cubitus valgus
HP:0002972	239	Reduced delayed hypersensitivity
HP:0002986	120	Radial bowing
HP:0002987	239	Elbow flexion contracture
HP:0002990	239	Fibular aplasia
HP:0003001	239	Glomus jugular tumor
HP:0003003	239	Colon cancer
HP:0003020	239	Enlargement of the wrists
HP:0003029	239	Enlargement of the ankles
HP:0003031	85	Ulnar bowing
HP:0003044	238	Shoulder flexion contracture
HP:0003049	239	Ulnar deviation of the wrist
HP:0003065	239	Patellar hypoplasia
HP:0003066	239	Limited knee extension
HP:0003067	149	Madelung deformity
HP:0003070	127	Elbow ankylosis
HP:0003073	239	Hypoalbuminemia
HP:0003076	239	Glycosuria
HP:0003081	239	Increased urinary potassium
HP:0003085	239	Long fibula
HP:0003088	239	Premature osteoarthritis
HP:0003089	147	Hamstring contractures
HP:0003090	104	Hypoplasia of the capital femoral epiphysis
HP:0003091	121	Trophic limb changes
HP:0003093	239	Limited hip extension
HP:0003095	239	Septic arthritis
HP:0003097	239	Short femur
HP:0003102	239	Increased carrying angle
HP:0003106	106	Subperiosteal bone resorption
HP:0003109	239	Hyperphosphaturia
HP:0003113	239	Hypochloremia
HP:0003126	239	Low-molecular-weight proteinuria
HP:0003127	239	Hypocalciuria
HP:0003131	239	Cystinuria
HP:0003138	239	Increased blood urea nitrogen
HP:0003141	239	Increased LDL cholesterol concentration
HP:0003144	239	Increased serum serotonin
HP:0003145	64	Decreased adenosylcobalamin
HP:0003146	239	Hypocholesterolemia
HP:0003148	239	Elevated serum acid phosphatase
HP:0003149	239	Hyperuricosuria
HP:0003150	239	Glutaric aciduria
HP:0003154	239	Increased circulating ACTH level
HP:0003158	66	Hyposthenuria
HP:0003159	239	Hyperoxaluria
HP:0003162	239	Fasting hypoglycemia
HP:0003163	55	Elevated urinary delta-aminolevulinic acid
HP:0003164	239	Hypothalamic gonadotropin-releasing hormone deficiency
HP:0003165	203	Elevated circulating parathyroid hormone level
HP:0003177	109	Squared iliac bones
HP:0003179	111	Protrusio acetabuli
HP:0003183	41	Wide pubic symphysis
HP:0003184	239	Decreased hip abduction
HP:0003186	212	Inverted nipples
HP:0003189	239	Long nose
HP:0003193	239	Allergic rhinitis
HP:0003194	239	Short nasal bridge
HP:0003196	239	Short nose
HP:0003199	239	Decreased muscle mass
HP:0003203	239	Impaired oxidative burst
HP:0003206	239	Decreased activity of NADPH oxidase
HP:0003209	239	Decreased pyruvate carboxylase activity
HP:0003210	46	Decreased methylmalonyl-CoA mutase activity
HP:0003213	63	Deficient excision of UV-induced pyrimidine dimers in DNA
HP:0003214	239	Prolonged G2 phase of cell cycle
HP:0003216	239	Generalized amyloid deposition
HP:0003223	124	Decreased methylcobalamin
HP:0003224	239	Increased cellular sensitivity to UV light
HP:0003225	239	Reduced coagulation factor V activity
HP:0003232	143	Mitochondrial malic enzyme reduced
HP:0003233	239	Decreased HDL cholesterol concentration
HP:0003235	139	Hypermethioninemia
HP:0003244	239	Penile hypospadias
HP:0003248	239	Gonadal tissue inappropriate for external genitalia or chromosomal sex
HP:0003249	239	Genital ulcers
HP:0003251	239	Male infertility
HP:0003258	71	Glyoxalase deficiency
HP:0003259	228	Elevated circulating creatinine concentration
HP:0003262	239	Smooth muscle antibody positivity
HP:0003264	239	Deficiency of N-acetylglucosamine-1-phosphotransferase
HP:0003265	239	Neonatal hyperbilirubinemia
HP:0003269	239	Sudanophilic leukodystrophy
HP:0003273	239	Hip contracture
HP:0003275	176	Narrow pelvis bone
HP:0003276	68	Pelvic bone exostoses
HP:0003278	195	Square pelvis bone
HP:0003279	51	Coxa magna
HP:0003281	150	Increased circulating ferritin concentration
HP:0003292	239	Decreased serum leptin
HP:0003304	239	Spondylolysis
HP:0003305	239	Block vertebrae
HP:0003306	239	Spinal rigidity
HP:0003311	212	Hypoplasia of the odontoid process
HP:0003316	146	Butterfly vertebrae
HP:0003320	239	C1-C2 subluxation
HP:0003324	239	Generalized muscle weakness
HP:0003327	239	Axial muscle weakness
HP:0003333	239	Increased serum beta-hexosaminidase
HP:0003334	239	Elevated circulating catecholamine level
HP:0003337	139	Reduced prothrombin consumption
HP:0003341	239	Lamina lucida cleavage
HP:0003343	239	Reduced glutathione synthetase level
HP:0003344	59	3-Methylglutaric aciduria
HP:0003345	239	Elevated urinary norepinephrine
HP:0003347	88	Impaired lymphocyte transformation with phytohemagglutinin
HP:0003349	58	Low cholesterol esterification rate
HP:0003351	239	Decreased circulating renin level
HP:0003353	239	Propionyl-CoA carboxylase deficiency
HP:0003359	239	Decreased urinary sulfate
HP:0003362	239	Increased VLDL cholesterol concentration
HP:0003363	239	Abdominal situs inversus
HP:0003365	239	Arthralgia of the hip
HP:0003376	239	Steppage gait
HP:0003382	239	Hypertrophic nerve changes
HP:0003384	239	Peripheral axonal atrophy
HP:0003388	239	Easy fatigability
HP:0003390	239	Sensory axonal neuropathy
HP:0003393	121	Thenar muscle atrophy
HP:0003396	239	Syringomyelia
HP:0003402	108	Decreased miniature endplate potentials
HP:0003405	239	Diffuse axonal swelling
HP:0003406	239	Peripheral nerve compression
HP:0003419	239	Low back pain
HP:0003423	125	Thoracolumbar kyphoscoliosis
HP:0003427	78	Thenar muscle weakness
HP:0003431	239	Decreased motor nerve conduction velocity
HP:0003434	174	Sensory ataxic neuropathy
HP:0003438	239	Absent Achilles reflex
HP:0003440	149	Horizontal sacrum
HP:0003443	239	Decreased size of nerve terminals
HP:0003444	212	EMG: chronic denervation signs
HP:0003447	239	Axonal loss
HP:0003448	239	Decreased sensory nerve conduction velocity
HP:0003454	239	Platelet antibody positive
HP:0003458	160	EMG: myopathic abnormalities
HP:0003459	66	Polyclonal elevation of IgM
HP:0003460	62	Decreased circulating total IgA
HP:0003467	239	Atlantoaxial instability
HP:0003469	176	Peripheral dysmyelination
HP:0003487	239	Babinski sign
HP:0003495	220	GM2-ganglioside accumulation
HP:0003502	239	Mild short stature
HP:0003510	239	Severe short stature
HP:0003514	239	Deficiency or absence of cytochrome b(-245)
HP:0003524	239	Decreased methionine synthase activity
HP:0003533	82	Reduced acetaldehyde dehydrogenase level
HP:0003534	196	Reduced xanthine dehydrogenase level
HP:0003535	169	3-Methylglutaconic aciduria
HP:0003536	69	Decreased fumarate hydratase activity
HP:0003537	239	Hypouricemia
HP:0003538	39	Increased iduronate sulfatase level
HP:0003542	239	Increased serum pyruvate
HP:0003547	189	Shoulder girdle muscle weakness
HP:0003555	239	Muscle fiber splitting
HP:0003557	59	Increased variability in muscle fiber diameter
HP:0003559	47	Muscle hyperirritability
HP:0003565	239	Elevated erythrocyte sedimentation rate
HP:0003568	71	Decreased glucosephosphate isomerase level
HP:0003570	129	Molybdenum cofactor deficiency
HP:0003573	239	Increased total bilirubin
HP:0003575	239	Increased intracellular sodium
HP:0003614	119	Trimethylaminuria
HP:0003634	98	Amyoplasia
HP:0003639	179	Elevated urinary epinephrine
HP:0003643	95	Sulfite oxidase deficiency
HP:0003645	239	Prolonged partial thromboplastin time
HP:0003652	112	Recurrent myoglobinuria
HP:0003654	77	Reduced dihydropyrimidine dehydrogenase level
HP:0003656	170	Decreased beta-glucocerebrosidase level
HP:0003687	99	Centrally nucleated skeletal muscle fibers
HP:0003688	69	Cytochrome C oxidase-negative muscle fibers
HP:0003689	239	Multiple mitochondrial DNA deletions
HP:0003691	239	Scapular winging
HP:0003694	161	Late-onset proximal muscle weakness
HP:0003697	43	Scapuloperoneal amyotrophy
HP:0003698	239	Difficulty standing
HP:0003715	239	Myofibrillar myopathy
HP:0003719	111	Muscle mounding
HP:0003720	239	Generalized muscle hypertrophy
HP:0003722	117	Neck flexor weakness
HP:0003724	74	Shoulder girdle muscle atrophy
HP:0003725	239	Firm muscles
HP:0003731	239	Quadriceps muscle weakness
HP:0003733	239	Thigh hypertrophy
HP:0003736	239	Autophagic vacuoles
HP:0003738	239	Exercise-induced myalgia
HP:0003741	239	Congenital muscular dystrophy
HP:0003752	56	Episodic flaccid weakness
HP:0003756	239	Skeletal myopathy
HP:0003759	239	Hypoplasia of lymphatic vessels
HP:0003761	239	Calcinosis
HP:0003762	239	Uterus didelphys
HP:0003763	239	Bruxism
HP:0003765	239	Psoriasiform dermatitis
HP:0003771	239	Pulp calcification
HP:0003774	239	Stage 5 chronic kidney disease
HP:0003777	63	Pili torti
HP:0003779	51	Antegonial notching of mandible
HP:0003785	41	Decreased CSF homovanillic acid concentration
HP:0003791	239	Deposits immunoreactive to beta-amyloid protein
HP:0003798	154	Nemaline bodies
HP:0003799	109	Marked delay in bone age
HP:0003803	114	Type 1 muscle fiber predominance
HP:0003805	239	Rimmed vacuoles
HP:0003810	76	Late-onset distal muscle weakness
HP:0003835	239	Shoulder subluxation
HP:0003862	131	Absent humerus
HP:0003863	185	Angulated humerus
HP:0003874	239	Humerus varus
HP:0003879	82	Humeral pseudarthrosis
HP:0003886	239	Wide humerus
HP:0003940	239	Osteoarthritis of the elbow
HP:0003944	58	Narrow joint spaces of the elbow
HP:0003977	239	Deformed radius
HP:0003978	239	Fractured radius
HP:0003982	239	Aplasia of the ulna
HP:0003993	67	Broad ulna
HP:0003994	239	Dislocated wrist
HP:0004050	239	Absent hand
HP:0004283	120	Narrow palm
HP:0004319	239	Decreased circulating aldosterone level
HP:0004326	239	Cachexia
HP:0004333	239	Bone-marrow foam cells
HP:0004336	54	Myelin outfoldings
HP:0004337	239	Abnormality of amino acid metabolism
HP:0004381	239	Supravalvular aortic stenosis
HP:0004383	239	Hypoplastic left heart
HP:0004385	239	Protracted diarrhea
HP:0004388	174	Microcolon
HP:0004389	239	Intestinal pseudo-obstruction
HP:0004392	239	Prune belly
HP:0004394	239	Multiple gastric polyps
HP:0004395	239	Malnutrition
HP:0004396	239	Poor appetite
HP:0004399	66	Congenital pyloric atresia
HP:0004401	239	Meconium ileus
HP:0004405	93	Prominent nipples
HP:0004406	76	Spontaneous, recurrent epistaxis
HP:0004416	58	Precocious atherosclerosis
HP:0004417	239	Intermittent claudication
HP:0004419	239	Recurrent thrombophlebitis
HP:0004423	84	Cranium bifidum occultum
HP:0004425	145	Flat forehead
HP:0004430	239	Severe combined immunodeficiency
HP:0004433	232	Secretory IgA deficiency
HP:0004438	86	Hyperostosis frontalis interna
HP:0004442	239	Sagittal craniosynostosis
HP:0004446	183	Stomatocytosis
HP:0004459	87	Exostosis of the external auditory canal
HP:0004467	39	Preauricular pit
HP:0004469	239	Chronic bronchitis
HP:0004472	239	Mandibular hyperostosis
HP:0004478	150	Ethmoidal encephalocele
HP:0004481	239	Progressive macrocephaly
HP:0004482	239	Relative macrocephaly
HP:0004484	239	Craniofacial asymmetry
HP:0004485	135	Cessation of head growth
HP:0004488	227	Macrocephaly at birth
HP:0004491	39	Large posterior fontanelle
HP:0004523	239	Long eyebrows
HP:0004524	131	Temporal hypotrichosis
HP:0004528	239	Generalized hypotrichosis
HP:0004540	81	Congenital, generalized hypertrichosis
HP:0004552	239	Scarring alopecia of scalp
HP:0004554	236	Generalized hypertrichosis
HP:0004557	239	Anterior vertebral fusion
HP:0004563	239	Increased spinal bone density
HP:0004576	139	Sclerotic vertebral endplates
HP:0004582	128	Irregularity of vertebral bodies
HP:0004602	193	Cervical C2/C3 vertebral fusion
HP:0004611	75	Anterior concavity of thoracic vertebrae
HP:0004616	159	Cleft vertebral arch
HP:0004619	206	Lumbar kyphoscoliosis
HP:0004621	188	Enlarged vertebral pedicles
HP:0004622	69	Progressive intervertebral space narrowing
HP:0004629	206	Small cervical vertebral bodies
HP:0004632	239	Cervical segmentation defect
HP:0004633	239	Lower thoracic kyphosis
HP:0004635	239	Cervical C5/C6 vertebrae fusion
HP:0004637	239	Decreased cervical spine mobility
HP:0004646	239	Hypoplasia of the nasal bone
HP:0004660	49	Hypoplasia of facial musculature
HP:0004679	239	Large tarsal bones
HP:0004684	239	Talipes valgus
HP:0004686	49	Short third metatarsal
HP:0004688	54	Irregular tarsal bones
HP:0004689	43	Short fourth metatarsal
HP:0004690	149	Thickened Achilles tendon
HP:0004691	46	2-3 toe syndactyly
HP:0004704	75	Short fifth metatarsal
HP:0004719	174	Hyperechogenic kidneys
HP:0004727	239	Impaired renal concentrating ability
HP:0004732	73	Impaired renal uric acid clearance
HP:0004734	39	Renal cortical microcysts
HP:0004737	239	Global glomerulosclerosis
HP:0004743	239	Chronic tubulointerstitial nephritis
HP:0004746	75	Glomerular subendothelial electron-dense deposits
HP:0004754	239	Permanent atrial fibrillation
HP:0004757	239	Paroxysmal atrial fibrillation
HP:0004761	67	Post-angioplasty coronary artery restenosis
HP:0004762	239	Hypoplasia of right ventricle
HP:0004764	212	Myxomatous mitral valve degeneration
HP:0004783	239	Duodenal polyposis
HP:0004784	234	Juvenile gastrointestinal polyposis
HP:0004785	201	Malrotation of colon
HP:0004787	239	Fulminant hepatitis
HP:0004789	239	Lactose intolerance
HP:0004791	239	Esophageal ulceration
HP:0004792	63	Rectoperineal fistula
HP:0004795	128	Hamartomatous stomach polyps
HP:0004802	239	Episodic hemolytic anemia
HP:0004804	239	Congenital hemolytic anemia
HP:0004808	239	Acute myeloid leukemia
HP:0004809	239	Neonatal alloimmune thrombocytopenia
HP:0004810	239	Congenital hypoplastic anemia
HP:0004812	239	B Acute Lymphoblastic Leukemia
HP:0004818	239	Paroxysmal nocturnal hemoglobinuria
HP:0004820	239	Acute myelomonocytic leukemia
HP:0004823	41	Anisopoikilocytosis
HP:0004826	239	Folate-unresponsive megaloblastic anemia
HP:0004828	185	Refractory anemia with ringed sideroblasts
HP:0004831	239	Recurrent thromboembolism
HP:0004836	239	Acute promyelocytic leukemia
HP:0004839	46	Pyropoikilocytosis
HP:0004840	239	Hypochromic microcytic anemia
HP:0004841	239	Reduced factor XII activity
HP:0004844	102	Coombs-positive hemolytic anemia
HP:0004845	239	Acute monocytic leukemia
HP:0004846	239	Prolonged bleeding after surgery
HP:0004848	239	Ph-positive acute lymphoblastic leukemia
HP:0004850	239	Recurrent deep vein thrombosis
HP:0004854	239	Intermittent thrombocytopenia
HP:0004855	239	Reduced protein S activity
HP:0004856	75	Normochromic microcytic anemia
HP:0004859	179	Amegakaryocytic thrombocytopenia
HP:0004860	109	Thiamine-responsive megaloblastic anemia
HP:0004861	43	Refractory macrocytic anemia
HP:0004863	239	Compensated hemolytic anemia
HP:0004866	99	Impaired ADP-induced platelet aggregation
HP:0004870	239	Chronic hemolytic anemia
HP:0004872	239	Incisional hernia
HP:0004876	119	Spontaneous neonatal pneumothorax
HP:0004885	239	Episodic respiratory distress
HP:0004886	161	Congenital laryngeal stridor
HP:0004891	239	Recurrent infections due to aspiration
HP:0004894	239	Laryngotracheal stenosis
HP:0004902	239	Congenital lactic acidosis
HP:0004904	239	Maturity-onset diabetes of the young
HP:0004906	145	Hypernatremic dehydration
HP:0004911	239	Episodic metabolic acidosis
HP:0004912	239	Hypophosphatemic rickets
HP:0004918	239	Hyperchloremic metabolic acidosis
HP:0004919	239	Galactose intolerance
HP:0004923	239	Hyperphenylalaninemia
HP:0004924	239	Abnormal oral glucose tolerance
HP:0004925	239	Chronic lactic acidosis
HP:0004926	239	Orthostatic hypotension due to autonomic dysfunction
HP:0004931	162	Arteriosclerosis of small cerebral arteries
HP:0004933	239	Ascending aortic dissection
HP:0004935	239	Pulmonary artery atresia
HP:0004937	239	Pulmonary artery aneurysm
HP:0004938	199	Tortuous cerebral arteries
HP:0004940	239	Generalized arterial calcification
HP:0004943	239	Accelerated atherosclerosis
HP:0004955	47	Generalized arterial tortuosity
HP:0004960	239	Absent pulmonary artery
HP:0004961	239	Pulmonary artery sling
HP:0004964	239	Pulmonary arterial medial hypertrophy
HP:0004966	81	Medial calcification of large arteries
HP:0004968	239	Recurrent cerebral hemorrhage
HP:0004969	239	Peripheral pulmonary artery stenosis
HP:0004971	239	Pulmonary artery hypoplasia
HP:0004972	239	Elevated mean arterial pressure
HP:0004977	239	Bilateral radial aplasia
HP:0005001	239	Recurrent patellar dislocation
HP:0005019	153	Diaphyseal thickening
HP:0005021	139	Bilateral elbow dislocations
HP:0005048	96	Synostosis of carpal bones
HP:0005060	144	Limited elbow flexion/extension
HP:0005084	150	Anterior radial head dislocation
HP:0005085	148	Limited knee flexion/extension
HP:0005086	239	Knee osteoarthritis
HP:0005090	186	Lateral femoral bowing
HP:0005096	176	Distal femoral bowing
HP:0005100	239	Premature birth following premature rupture of fetal membranes
HP:0005102	239	Cochlear degeneration
HP:0005103	63	Calcification of the auricular cartilage
HP:0005117	239	Elevated diastolic blood pressure
HP:0005129	239	Congenital hypertrophy of left ventricle
HP:0005132	239	Pericardial constriction
HP:0005133	239	Right ventricular dilatation
HP:0005136	239	Mitral annular calcification
HP:0005144	239	Ventricular septal hypertrophy
HP:0005145	239	Coronary artery stenosis
HP:0005148	239	Pulmonary valve defects
HP:0005155	151	Ventricular escape rhythm
HP:0005156	191	Hypoplastic left atrium
HP:0005157	184	Concentric hypertrophic cardiomyopathy
HP:0005168	239	Elevated right atrial pressure
HP:0005172	239	Left posterior fascicular block
HP:0005176	62	Dysplastic aortic valve
HP:0005177	239	Premature arteriosclerosis
HP:0005180	239	Tricuspid regurgitation
HP:0005181	239	Premature coronary artery atherosclerosis
HP:0005184	239	Prolonged QTc interval
HP:0005186	239	Synovial hypertrophy
HP:0005187	239	Progressive joint destruction
HP:0005191	221	Congenital knee dislocation
HP:0005193	163	Restricted large joint movement
HP:0005197	239	Generalized morning stiffness
HP:0005198	239	Stiff interphalangeal joints
HP:0005200	239	Retroperitoneal fibrosis
HP:0005202	239	Helicobacter pylori infection
HP:0005203	239	Spontaneous esophageal perforation
HP:0005206	239	Pancreatic pseudocyst
HP:0005208	239	Secretory diarrhea
HP:0005209	239	Intrahepatic bile duct cysts
HP:0005211	239	Midgut malrotation
HP:0005213	239	Pancreatic calcification
HP:0005215	195	Frequent Giardia lamblia infestation
HP:0005216	239	Impaired mastication
HP:0005217	204	Duplication of internal organs
HP:0005219	239	Absence of intrinsic factor
HP:0005224	239	Rectal abscess
HP:0005227	239	Adenomatous colonic polyposis
HP:0005230	239	Biliary tract obstruction
HP:0005231	239	Chronic gastritis
HP:0005235	239	Jejunal atresia
HP:0005236	100	Chronic calcifying pancreatitis
HP:0005241	239	Total intestinal aganglionosis
HP:0005242	239	Extrahepatic biliary duct atresia
HP:0005248	239	Intrahepatic biliary atresia
HP:0005249	239	Functional intestinal obstruction
HP:0005254	239	Unilateral chest hypoplasia
HP:0005255	122	Absence of pectoralis minor muscle
HP:0005261	239	Joint hemorrhage
HP:0005267	239	Premature delivery because of cervical insufficiency or membrane fragility
HP:0005274	168	Prominent nasal tip
HP:0005278	39	Hypoplastic nasal tip
HP:0005280	237	Depressed nasal bridge
HP:0005281	85	Hypoplastic nasal bridge
HP:0005285	60	Absent nasal bridge
HP:0005290	239	Internal carotid artery hypoplasia
HP:0005292	239	Intimal thickening in the coronary arteries
HP:0005297	63	Premature occlusive vascular stenosis
HP:0005302	239	Carotid artery tortuosity
HP:0005303	239	Aortic arch calcification
HP:0005304	139	Hypoplastic pulmonary veins
HP:0005305	239	Cerebral venous thrombosis
HP:0005308	239	Pulmonary artery vasoconstriction
HP:0005310	239	Large vessel vasculitis
HP:0005311	239	Agenesis of pulmonary vessels
HP:0005313	239	Arterial fibromuscular dysplasia
HP:0005316	208	Peripheral pulmonary vessel aplasia
HP:0005317	239	Increased pulmonary vascular resistance
HP:0005318	239	Cerebral vasculitis
HP:0005321	239	Mandibulofacial dysostosis
HP:0005322	98	Prominent nasal septum
HP:0005326	233	Hypoplastic philtrum
HP:0005327	239	Loss of facial expression
HP:0005328	50	Progeroid facial appearance
HP:0005329	193	Fixed facial expression
HP:0005332	70	Recurrent mandibular subluxations
HP:0005336	108	Forehead hyperpigmentation
HP:0005341	239	Autonomic bladder dysfunction
HP:0005343	239	Hypoplasia of the bladder
HP:0005349	156	Hypoplasia of the epiglottis
HP:0005352	239	Severe T-cell immunodeficiency
HP:0005354	239	Lack of T cell function
HP:0005357	239	Defective B cell differentiation
HP:0005359	239	Aplasia of the thymus
HP:0005360	239	Susceptibility to chickenpox
HP:0005363	239	Humoral immunodeficiency
HP:0005366	239	Recurrent streptococcus pneumoniae infections
HP:0005376	239	Recurrent Haemophilus influenzae infections
HP:0005381	128	Recurrent meningococcal disease
HP:0005389	66	Depletion of components of the alternative complement pathway
HP:0005390	239	Recurrent opportunistic infections
HP:0005401	239	Recurrent candida infections
HP:0005404	239	Increased B cell count
HP:0005407	74	Decreased proportion of CD4-positive helper T cells
HP:0005413	239	Increased alpha-globulin
HP:0005416	39	Decreased serum complement factor B
HP:0005419	239	Decreased T cell activation
HP:0005421	239	Decreased serum complement C3
HP:0005422	239	Absence of CD8-positive T cells
HP:0005423	239	Dysfunctional alternative complement pathway
HP:0005424	239	Absent specific antibody response
HP:0005425	239	Recurrent sinopulmonary infections
HP:0005428	120	Severe recurrent varicella
HP:0005437	74	Recurrent infections in infancy and early childhood
HP:0005446	71	Obtuse angle of mandible
HP:0005449	92	Bridged sella turcica
HP:0005451	46	Decreased cranial base ossification
HP:0005461	69	Craniofacial disproportion
HP:0005462	187	Calcification of falx cerebri
HP:0005466	239	Hypoplasia of the frontal bone
HP:0005472	239	Orbital craniosynostosis
HP:0005478	68	Prominent frontal sinuses
HP:0005490	209	Postnatal macrocephaly
HP:0005502	239	Increased red cell osmotic fragility
HP:0005505	239	Refractory anemia
HP:0005506	239	Chronic myelogenous leukemia
HP:0005511	96	Heinz body anemia
HP:0005513	239	Increased megakaryocyte count
HP:0005518	239	Increased mean corpuscular volume
HP:0005535	47	Exercise-induced hemolysis
HP:0005541	179	Congenital agranulocytosis
HP:0005542	239	Prolonged whole-blood clotting time
HP:0005543	239	Reduced protein C activity
HP:0005546	183	Increased red cell osmotic resistance
HP:0005550	239	Chronic lymphatic leukemia
HP:0005562	239	Multiple renal cysts
HP:0005563	239	Decreased numbers of nephrons
HP:0005571	239	Increased renal tubular phosphate reabsorption
HP:0005572	134	Decreased renal tubular phosphate excretion
HP:0005575	239	Hemolytic-uremic syndrome
HP:0005576	239	Tubulointerstitial fibrosis
HP:0005579	105	Impaired renal ltubular reabsorption of chloride
HP:0005580	120	Duplication of renal pelvis
HP:0005595	239	Generalized hyperkeratosis
HP:0005600	239	Congenital giant melanocytic nevus
HP:0005602	239	Progressive vitiligo
HP:0005603	51	Numerous congenital melanocytic nevi
HP:0005609	239	Gallbladder dysfunction
HP:0005617	61	Bilateral camptodactyly
HP:0005623	86	Absent ossification of calvaria
HP:0005627	40	Type D brachydactyly
HP:0005632	239	Absent forearm
HP:0005640	239	Abnormal vertebral segmentation and fusion
HP:0005645	239	Intervertebral disk calcification
HP:0005652	239	Cortical sclerosis
HP:0005655	72	Multiple digital exostoses
HP:0005659	239	Thoracic kyphoscoliosis
HP:0005661	230	Salmonella osteomyelitis
HP:0005678	42	Anterior atlanto-occipital dislocation
HP:0005679	239	Dupuytren contracture
HP:0005681	239	Juvenile rheumatoid arthritis
HP:0005682	88	Talocalcaneal synostosis
HP:0005696	85	Postaxial polydactyly type A
HP:0005701	239	Multiple enchondromatosis
HP:0005716	239	Lethal skeletal dysplasia
HP:0005720	239	Shortening of all metacarpals
HP:0005743	239	Avascular necrosis of the capital femoral epiphysis
HP:0005745	104	Congenital foot contractures
HP:0005746	59	Osteosclerosis of the base of the skull
HP:0005758	239	Basilar impression
HP:0005764	239	Polyarticular arthritis
HP:0005775	239	Multiple skeletal anomalies
HP:0005781	239	Contractures of the large joints
HP:0005789	239	Generalized osteosclerosis
HP:0005792	239	Short humerus
HP:0005807	53	Absent distal phalanges
HP:0005831	51	Type B brachydactyly
HP:0005852	131	Limited elbow extension and supination
HP:0005855	68	Multiple prenatal fractures
HP:0005856	239	Ulnar radial head dislocation
HP:0005857	239	Cervical spina bifida
HP:0005863	95	Type E brachydactyly
HP:0005871	161	Metaphyseal chondrodysplasia
HP:0005876	239	Progressive flexion contractures
HP:0005877	111	Multiple small vertebral fractures
HP:0005879	52	Congenital finger flexion contractures
HP:0005892	39	Proximal tibial and fibular fusion
HP:0005897	239	Severe generalized osteoporosis
HP:0005947	239	Decreased sensitivity to hypoxemia
HP:0005949	220	Apneic episodes in infancy
HP:0005950	239	Laryngeal web
HP:0005951	94	Progressive inspiratory stridor
HP:0005954	140	Pulmonary capillary hemangiomatosis
HP:0005959	239	Impaired gluconeogenesis
HP:0005964	236	Intermittent hypothermia
HP:0005967	191	Mixed respiratory and metabolic acidosis
HP:0005968	239	Temperature instability
HP:0005974	239	Episodic ketoacidosis
HP:0005976	93	Hyperkalemic metabolic acidosis
HP:0005979	239	Metabolic ketoacidosis
HP:0005984	166	Elevated maternal serum alpha-fetoprotein
HP:0005987	239	Multinodular goiter
HP:0005989	91	Redundant neck skin
HP:0005990	239	Thyroid hypoplasia
HP:0005991	239	Limited neck flexion
HP:0005997	173	Neck joint contracture
HP:0005999	239	Ureteral atresia
HP:0006040	87	Long second metacarpal
HP:0006064	56	Limited interphalangeal movement
HP:0006070	239	Metacarpophalangeal joint contracture
HP:0006092	80	Malaligned carpal bone
