phenotypeId	numberPapers	phenotypeName
HP:0002740	229	Recurrent E. coli infections
HP:0002741	50	Recurrent Serratia marcescens infections
HP:0002742	229	Recurrent Klebsiella infections
HP:0002745	229	Oral leukoplakia
HP:0002749	229	Osteomalacia
HP:0002752	60	Sparse bone trabeculae
HP:0002756	229	Pathologic fracture
HP:0002761	229	Generalized joint laxity
HP:0002766	229	Relatively short spine
HP:0002787	155	Tracheal calcification
HP:0002790	56	Neonatal breathing dysregulation
HP:0002792	229	Reduced vital capacity
HP:0002804	229	Arthrogryposis multiplex congenita
HP:0002805	52	Accelerated bone age after puberty
HP:0002812	229	Coxa vara
HP:0002816	229	Genu recurvatum
HP:0002821	229	Neuropathic arthropathy
HP:0002822	105	Hyperplasia of the femoral trochanters
HP:0002825	218	Caudal appendage
HP:0002828	229	Multiple joint contractures
HP:0002835	229	Aspiration
HP:0002836	229	Bladder exstrophy
HP:0002839	229	Urinary bladder sphincter dysfunction
HP:0002840	229	Lymphadenitis
HP:0002842	152	Recurrent Burkholderia cepacia infections
HP:0002847	229	Impaired memory B cell generation
HP:0002849	229	Absence of lymph node germinal center
HP:0002850	81	Decreased circulating total IgM
HP:0002853	229	Increased proportion of HLA DR+ T cells
HP:0002865	229	Medullary thyroid carcinoma
HP:0002870	229	Obstructive sleep apnea
HP:0002875	229	Exertional dyspnea
HP:0002876	180	Episodic tachypnea
HP:0002877	229	Nocturnal hypoventilation
HP:0002878	229	Respiratory failure
HP:0002882	117	Sudden episodic apnea
HP:0002884	229	Hepatoblastoma
HP:0002886	170	Vagal paraganglioma
HP:0002888	229	Ependymoma
HP:0002891	229	Uterine leiomyosarcoma
HP:0002895	229	Papillary thyroid carcinoma
HP:0002897	229	Parathyroid adenoma
HP:0002902	229	Hyponatremia
HP:0002907	229	Microscopic hematuria
HP:0002908	229	Conjugated hyperbilirubinemia
HP:0002909	96	Generalized aminoaciduria
HP:0002912	229	Methylmalonic acidemia
HP:0002917	229	Hypomagnesemia
HP:0002918	229	Hypermagnesemia
HP:0002920	224	Decreased circulating ACTH level
HP:0002922	229	Increased CSF protein concentration
HP:0002923	229	Rheumatoid factor positive
HP:0002925	68	Elevated circulating thyroid-stimulating hormone concentration
HP:0002928	229	Decreased activity of the pyruvate dehydrogenase complex
HP:0002930	229	Impaired sensitivity to thyroid hormone
HP:0002932	103	Aldehyde oxidase deficiency
HP:0002947	229	Cervical kyphosis
HP:0002953	229	Vertebral compression fracture
HP:0002958	229	Immune dysregulation
HP:0002961	229	Dysgammaglobulinemia
HP:0002965	53	Cutaneous anergy
HP:0002967	229	Cubitus valgus
HP:0002972	229	Reduced delayed hypersensitivity
HP:0002986	113	Radial bowing
HP:0002987	229	Elbow flexion contracture
HP:0002990	229	Fibular aplasia
HP:0003001	229	Glomus jugular tumor
HP:0003003	229	Colon cancer
HP:0003020	229	Enlargement of the wrists
HP:0003029	229	Enlargement of the ankles
HP:0003031	79	Ulnar bowing
HP:0003044	221	Shoulder flexion contracture
HP:0003049	229	Ulnar deviation of the wrist
HP:0003065	229	Patellar hypoplasia
HP:0003066	229	Limited knee extension
HP:0003067	144	Madelung deformity
HP:0003070	115	Elbow ankylosis
HP:0003073	229	Hypoalbuminemia
HP:0003076	229	Glycosuria
HP:0003081	229	Increased urinary potassium
HP:0003085	229	Long fibula
HP:0003088	229	Premature osteoarthritis
HP:0003089	128	Hamstring contractures
HP:0003090	95	Hypoplasia of the capital femoral epiphysis
HP:0003091	111	Trophic limb changes
HP:0003093	229	Limited hip extension
HP:0003095	229	Septic arthritis
HP:0003097	229	Short femur
HP:0003102	229	Increased carrying angle
HP:0003106	98	Subperiosteal bone resorption
HP:0003109	229	Hyperphosphaturia
HP:0003113	229	Hypochloremia
HP:0003126	229	Low-molecular-weight proteinuria
HP:0003127	229	Hypocalciuria
HP:0003131	229	Cystinuria
HP:0003138	229	Increased blood urea nitrogen
HP:0003141	229	Increased LDL cholesterol concentration
HP:0003144	229	Increased serum serotonin
HP:0003145	60	Decreased adenosylcobalamin
HP:0003146	229	Hypocholesterolemia
HP:0003148	229	Elevated serum acid phosphatase
HP:0003149	229	Hyperuricosuria
HP:0003150	229	Glutaric aciduria
HP:0003154	229	Increased circulating ACTH level
HP:0003158	65	Hyposthenuria
HP:0003159	229	Hyperoxaluria
HP:0003162	229	Fasting hypoglycemia
HP:0003163	45	Elevated urinary delta-aminolevulinic acid
HP:0003164	229	Hypothalamic gonadotropin-releasing hormone deficiency
HP:0003165	189	Elevated circulating parathyroid hormone level
HP:0003177	88	Squared iliac bones
HP:0003179	101	Protrusio acetabuli
HP:0003184	229	Decreased hip abduction
HP:0003186	195	Inverted nipples
HP:0003189	229	Long nose
HP:0003193	229	Allergic rhinitis
HP:0003194	229	Short nasal bridge
HP:0003196	229	Short nose
HP:0003199	229	Decreased muscle mass
HP:0003203	229	Impaired oxidative burst
HP:0003206	229	Decreased activity of NADPH oxidase
HP:0003209	229	Decreased pyruvate carboxylase activity
HP:0003210	42	Decreased methylmalonyl-CoA mutase activity
HP:0003213	60	Deficient excision of UV-induced pyrimidine dimers in DNA
HP:0003214	229	Prolonged G2 phase of cell cycle
HP:0003216	229	Generalized amyloid deposition
HP:0003223	114	Decreased methylcobalamin
HP:0003224	229	Increased cellular sensitivity to UV light
HP:0003225	229	Reduced coagulation factor V activity
HP:0003232	132	Mitochondrial malic enzyme reduced
HP:0003233	229	Decreased HDL cholesterol concentration
HP:0003235	135	Hypermethioninemia
HP:0003244	229	Penile hypospadias
HP:0003248	229	Gonadal tissue inappropriate for external genitalia or chromosomal sex
HP:0003249	229	Genital ulcers
HP:0003251	229	Male infertility
HP:0003258	67	Glyoxalase deficiency
HP:0003259	205	Elevated circulating creatinine concentration
HP:0003262	229	Smooth muscle antibody positivity
HP:0003264	229	Deficiency of N-acetylglucosamine-1-phosphotransferase
HP:0003265	229	Neonatal hyperbilirubinemia
HP:0003269	229	Sudanophilic leukodystrophy
HP:0003273	229	Hip contracture
HP:0003275	142	Narrow pelvis bone
HP:0003276	67	Pelvic bone exostoses
HP:0003278	165	Square pelvis bone
HP:0003279	48	Coxa magna
HP:0003281	135	Increased circulating ferritin concentration
HP:0003292	229	Decreased serum leptin
HP:0003304	229	Spondylolysis
HP:0003305	229	Block vertebrae
HP:0003306	229	Spinal rigidity
HP:0003311	201	Hypoplasia of the odontoid process
HP:0003316	141	Butterfly vertebrae
HP:0003320	229	C1-C2 subluxation
HP:0003324	229	Generalized muscle weakness
HP:0003327	229	Axial muscle weakness
HP:0003333	229	Increased serum beta-hexosaminidase
HP:0003334	229	Elevated circulating catecholamine level
HP:0003337	124	Reduced prothrombin consumption
HP:0003341	229	Lamina lucida cleavage
HP:0003343	229	Reduced glutathione synthetase level
HP:0003344	58	3-Methylglutaric aciduria
HP:0003345	229	Elevated urinary norepinephrine
HP:0003347	85	Impaired lymphocyte transformation with phytohemagglutinin
HP:0003349	55	Low cholesterol esterification rate
HP:0003351	229	Decreased circulating renin level
HP:0003353	229	Propionyl-CoA carboxylase deficiency
HP:0003359	229	Decreased urinary sulfate
HP:0003362	229	Increased VLDL cholesterol concentration
HP:0003363	229	Abdominal situs inversus
HP:0003365	229	Arthralgia of the hip
HP:0003376	229	Steppage gait
HP:0003382	229	Hypertrophic nerve changes
HP:0003384	229	Peripheral axonal atrophy
HP:0003388	229	Easy fatigability
HP:0003390	229	Sensory axonal neuropathy
HP:0003393	114	Thenar muscle atrophy
HP:0003396	229	Syringomyelia
HP:0003402	103	Decreased miniature endplate potentials
HP:0003405	229	Diffuse axonal swelling
HP:0003406	229	Peripheral nerve compression
HP:0003419	229	Low back pain
HP:0003423	112	Thoracolumbar kyphoscoliosis
HP:0003427	75	Thenar muscle weakness
HP:0003431	229	Decreased motor nerve conduction velocity
HP:0003434	164	Sensory ataxic neuropathy
HP:0003438	229	Absent Achilles reflex
HP:0003440	128	Horizontal sacrum
HP:0003443	229	Decreased size of nerve terminals
HP:0003444	198	EMG: chronic denervation signs
HP:0003447	229	Axonal loss
HP:0003448	229	Decreased sensory nerve conduction velocity
HP:0003454	229	Platelet antibody positive
HP:0003458	157	EMG: myopathic abnormalities
HP:0003459	63	Polyclonal elevation of IgM
HP:0003460	51	Decreased circulating total IgA
HP:0003467	229	Atlantoaxial instability
HP:0003469	171	Peripheral dysmyelination
HP:0003487	229	Babinski sign
HP:0003495	209	GM2-ganglioside accumulation
HP:0003502	229	Mild short stature
HP:0003510	229	Severe short stature
HP:0003514	229	Deficiency or absence of cytochrome b(-245)
HP:0003524	229	Decreased methionine synthase activity
HP:0003533	75	Reduced acetaldehyde dehydrogenase level
HP:0003534	184	Reduced xanthine dehydrogenase level
HP:0003535	162	3-Methylglutaconic aciduria
HP:0003536	64	Decreased fumarate hydratase activity
HP:0003537	229	Hypouricemia
HP:0003542	229	Increased serum pyruvate
HP:0003547	179	Shoulder girdle muscle weakness
HP:0003555	229	Muscle fiber splitting
HP:0003557	48	Increased variability in muscle fiber diameter
HP:0003559	43	Muscle hyperirritability
HP:0003565	229	Elevated erythrocyte sedimentation rate
HP:0003568	62	Decreased glucosephosphate isomerase level
HP:0003570	128	Molybdenum cofactor deficiency
HP:0003573	229	Increased total bilirubin
HP:0003575	229	Increased intracellular sodium
HP:0003614	117	Trimethylaminuria
HP:0003634	90	Amyoplasia
HP:0003639	167	Elevated urinary epinephrine
HP:0003643	94	Sulfite oxidase deficiency
HP:0003645	229	Prolonged partial thromboplastin time
HP:0003647	37	Electron transfer flavoprotein-ubiquinone oxidoreductase defect
HP:0003652	110	Recurrent myoglobinuria
HP:0003654	71	Reduced dihydropyrimidine dehydrogenase level
HP:0003656	153	Decreased beta-glucocerebrosidase level
HP:0003687	91	Centrally nucleated skeletal muscle fibers
HP:0003688	66	Cytochrome C oxidase-negative muscle fibers
HP:0003689	229	Multiple mitochondrial DNA deletions
HP:0003691	229	Scapular winging
HP:0003694	152	Late-onset proximal muscle weakness
HP:0003697	42	Scapuloperoneal amyotrophy
HP:0003698	229	Difficulty standing
HP:0003715	229	Myofibrillar myopathy
HP:0003719	102	Muscle mounding
HP:0003720	229	Generalized muscle hypertrophy
HP:0003722	108	Neck flexor weakness
HP:0003724	71	Shoulder girdle muscle atrophy
HP:0003725	229	Firm muscles
HP:0003731	229	Quadriceps muscle weakness
HP:0003733	229	Thigh hypertrophy
HP:0003736	229	Autophagic vacuoles
HP:0003738	229	Exercise-induced myalgia
HP:0003741	229	Congenital muscular dystrophy
HP:0003752	51	Episodic flaccid weakness
HP:0003756	229	Skeletal myopathy
HP:0003759	229	Hypoplasia of lymphatic vessels
HP:0003761	229	Calcinosis
HP:0003762	229	Uterus didelphys
HP:0003763	229	Bruxism
HP:0003765	229	Psoriasiform dermatitis
HP:0003771	229	Pulp calcification
HP:0003774	229	Stage 5 chronic kidney disease
HP:0003777	59	Pili torti
HP:0003779	47	Antegonial notching of mandible
HP:0003785	37	Decreased CSF homovanillic acid concentration
HP:0003791	229	Deposits immunoreactive to beta-amyloid protein
HP:0003798	150	Nemaline bodies
HP:0003799	95	Marked delay in bone age
HP:0003803	109	Type 1 muscle fiber predominance
HP:0003805	229	Rimmed vacuoles
HP:0003810	75	Late-onset distal muscle weakness
HP:0003835	229	Shoulder subluxation
HP:0003862	115	Absent humerus
HP:0003863	171	Angulated humerus
HP:0003874	229	Humerus varus
HP:0003879	78	Humeral pseudarthrosis
HP:0003886	229	Wide humerus
HP:0003940	229	Osteoarthritis of the elbow
HP:0003944	46	Narrow joint spaces of the elbow
HP:0003977	229	Deformed radius
HP:0003978	229	Fractured radius
HP:0003982	229	Aplasia of the ulna
HP:0003993	63	Broad ulna
HP:0003994	229	Dislocated wrist
HP:0004050	229	Absent hand
HP:0004283	106	Narrow palm
HP:0004319	229	Decreased circulating aldosterone level
HP:0004326	229	Cachexia
HP:0004333	229	Bone-marrow foam cells
HP:0004336	52	Myelin outfoldings
HP:0004337	229	Abnormality of amino acid metabolism
HP:0004381	229	Supravalvular aortic stenosis
HP:0004383	229	Hypoplastic left heart
HP:0004385	229	Protracted diarrhea
HP:0004388	169	Microcolon
HP:0004389	229	Intestinal pseudo-obstruction
HP:0004392	229	Prune belly
HP:0004394	229	Multiple gastric polyps
HP:0004395	229	Malnutrition
HP:0004396	229	Poor appetite
HP:0004399	66	Congenital pyloric atresia
HP:0004401	229	Meconium ileus
HP:0004405	87	Prominent nipples
HP:0004406	75	Spontaneous, recurrent epistaxis
HP:0004416	53	Precocious atherosclerosis
HP:0004417	229	Intermittent claudication
HP:0004419	229	Recurrent thrombophlebitis
HP:0004423	83	Cranium bifidum occultum
HP:0004425	137	Flat forehead
HP:0004430	229	Severe combined immunodeficiency
HP:0004433	224	Secretory IgA deficiency
HP:0004438	86	Hyperostosis frontalis interna
HP:0004442	229	Sagittal craniosynostosis
HP:0004446	179	Stomatocytosis
HP:0004459	83	Exostosis of the external auditory canal
HP:0004467	37	Preauricular pit
HP:0004469	229	Chronic bronchitis
HP:0004472	229	Mandibular hyperostosis
HP:0004478	146	Ethmoidal encephalocele
HP:0004481	229	Progressive macrocephaly
HP:0004482	229	Relative macrocephaly
HP:0004484	229	Craniofacial asymmetry
HP:0004485	119	Cessation of head growth
HP:0004488	212	Macrocephaly at birth
HP:0004523	229	Long eyebrows
HP:0004524	128	Temporal hypotrichosis
HP:0004528	229	Generalized hypotrichosis
HP:0004540	79	Congenital, generalized hypertrichosis
HP:0004552	229	Scarring alopecia of scalp
HP:0004554	226	Generalized hypertrichosis
HP:0004557	229	Anterior vertebral fusion
HP:0004563	229	Increased spinal bone density
HP:0004576	120	Sclerotic vertebral endplates
HP:0004582	113	Irregularity of vertebral bodies
HP:0004602	174	Cervical C2/C3 vertebral fusion
HP:0004611	57	Anterior concavity of thoracic vertebrae
HP:0004616	137	Cleft vertebral arch
HP:0004619	181	Lumbar kyphoscoliosis
HP:0004621	176	Enlarged vertebral pedicles
HP:0004622	61	Progressive intervertebral space narrowing
HP:0004629	176	Small cervical vertebral bodies
HP:0004632	229	Cervical segmentation defect
HP:0004633	229	Lower thoracic kyphosis
HP:0004635	229	Cervical C5/C6 vertebrae fusion
HP:0004637	229	Decreased cervical spine mobility
HP:0004639	38	Elevated amniotic fluid alpha-fetoprotein
HP:0004646	229	Hypoplasia of the nasal bone
HP:0004660	47	Hypoplasia of facial musculature
HP:0004679	229	Large tarsal bones
HP:0004684	229	Talipes valgus
HP:0004686	44	Short third metatarsal
HP:0004688	50	Irregular tarsal bones
HP:0004689	41	Short fourth metatarsal
HP:0004690	135	Thickened Achilles tendon
HP:0004691	45	2-3 toe syndactyly
HP:0004704	70	Short fifth metatarsal
HP:0004719	169	Hyperechogenic kidneys
HP:0004727	229	Impaired renal concentrating ability
HP:0004732	63	Impaired renal uric acid clearance
HP:0004734	39	Renal cortical microcysts
HP:0004737	229	Global glomerulosclerosis
HP:0004743	229	Chronic tubulointerstitial nephritis
HP:0004746	71	Glomerular subendothelial electron-dense deposits
HP:0004754	229	Permanent atrial fibrillation
HP:0004757	229	Paroxysmal atrial fibrillation
HP:0004761	61	Post-angioplasty coronary artery restenosis
HP:0004762	229	Hypoplasia of right ventricle
HP:0004764	199	Myxomatous mitral valve degeneration
HP:0004783	229	Duodenal polyposis
HP:0004784	221	Juvenile gastrointestinal polyposis
HP:0004785	192	Malrotation of colon
HP:0004787	229	Fulminant hepatitis
HP:0004789	229	Lactose intolerance
HP:0004791	229	Esophageal ulceration
HP:0004792	56	Rectoperineal fistula
HP:0004795	125	Hamartomatous stomach polyps
HP:0004802	229	Episodic hemolytic anemia
HP:0004804	229	Congenital hemolytic anemia
HP:0004808	229	Acute myeloid leukemia
HP:0004809	229	Neonatal alloimmune thrombocytopenia
HP:0004810	229	Congenital hypoplastic anemia
HP:0004812	229	B Acute Lymphoblastic Leukemia
HP:0004818	229	Paroxysmal nocturnal hemoglobinuria
HP:0004820	229	Acute myelomonocytic leukemia
HP:0004823	38	Anisopoikilocytosis
HP:0004826	229	Folate-unresponsive megaloblastic anemia
HP:0004828	178	Refractory anemia with ringed sideroblasts
HP:0004831	229	Recurrent thromboembolism
HP:0004836	229	Acute promyelocytic leukemia
HP:0004839	46	Pyropoikilocytosis
HP:0004840	229	Hypochromic microcytic anemia
HP:0004841	229	Reduced factor XII activity
HP:0004844	100	Coombs-positive hemolytic anemia
HP:0004845	229	Acute monocytic leukemia
HP:0004846	229	Prolonged bleeding after surgery
HP:0004848	229	Ph-positive acute lymphoblastic leukemia
HP:0004850	229	Recurrent deep vein thrombosis
HP:0004854	229	Intermittent thrombocytopenia
HP:0004855	229	Reduced protein S activity
HP:0004856	67	Normochromic microcytic anemia
HP:0004859	178	Amegakaryocytic thrombocytopenia
HP:0004860	110	Thiamine-responsive megaloblastic anemia
HP:0004861	43	Refractory macrocytic anemia
HP:0004863	229	Compensated hemolytic anemia
HP:0004866	91	Impaired ADP-induced platelet aggregation
HP:0004870	229	Chronic hemolytic anemia
HP:0004872	229	Incisional hernia
HP:0004876	94	Spontaneous neonatal pneumothorax
HP:0004885	229	Episodic respiratory distress
HP:0004886	155	Congenital laryngeal stridor
HP:0004891	229	Recurrent infections due to aspiration
HP:0004894	229	Laryngotracheal stenosis
HP:0004902	229	Congenital lactic acidosis
HP:0004904	229	Maturity-onset diabetes of the young
HP:0004906	141	Hypernatremic dehydration
HP:0004911	229	Episodic metabolic acidosis
HP:0004912	229	Hypophosphatemic rickets
HP:0004918	229	Hyperchloremic metabolic acidosis
HP:0004919	229	Galactose intolerance
HP:0004923	229	Hyperphenylalaninemia
HP:0004924	229	Abnormal oral glucose tolerance
HP:0004925	229	Chronic lactic acidosis
HP:0004926	229	Orthostatic hypotension due to autonomic dysfunction
HP:0004931	148	Arteriosclerosis of small cerebral arteries
HP:0004933	229	Ascending aortic dissection
HP:0004935	229	Pulmonary artery atresia
HP:0004937	229	Pulmonary artery aneurysm
HP:0004938	191	Tortuous cerebral arteries
HP:0004940	229	Generalized arterial calcification
HP:0004943	229	Accelerated atherosclerosis
HP:0004955	44	Generalized arterial tortuosity
HP:0004960	229	Absent pulmonary artery
HP:0004961	229	Pulmonary artery sling
HP:0004964	229	Pulmonary arterial medial hypertrophy
HP:0004966	77	Medial calcification of large arteries
HP:0004968	229	Recurrent cerebral hemorrhage
HP:0004969	229	Peripheral pulmonary artery stenosis
HP:0004971	229	Pulmonary artery hypoplasia
HP:0004972	229	Elevated mean arterial pressure
HP:0004977	229	Bilateral radial aplasia
HP:0005001	229	Recurrent patellar dislocation
HP:0005019	141	Diaphyseal thickening
HP:0005021	123	Bilateral elbow dislocations
HP:0005048	96	Synostosis of carpal bones
HP:0005060	127	Limited elbow flexion/extension
HP:0005084	136	Anterior radial head dislocation
HP:0005085	128	Limited knee flexion/extension
HP:0005086	229	Knee osteoarthritis
HP:0005090	160	Lateral femoral bowing
HP:0005096	157	Distal femoral bowing
HP:0005100	229	Premature birth following premature rupture of fetal membranes
HP:0005102	229	Cochlear degeneration
HP:0005103	60	Calcification of the auricular cartilage
HP:0005117	229	Elevated diastolic blood pressure
HP:0005129	229	Congenital hypertrophy of left ventricle
HP:0005132	229	Pericardial constriction
HP:0005133	229	Right ventricular dilatation
HP:0005136	229	Mitral annular calcification
HP:0005144	229	Ventricular septal hypertrophy
HP:0005145	229	Coronary artery stenosis
HP:0005148	229	Pulmonary valve defects
HP:0005155	145	Ventricular escape rhythm
HP:0005156	183	Hypoplastic left atrium
HP:0005157	174	Concentric hypertrophic cardiomyopathy
HP:0005168	229	Elevated right atrial pressure
HP:0005172	229	Left posterior fascicular block
HP:0005176	59	Dysplastic aortic valve
HP:0005177	229	Premature arteriosclerosis
HP:0005180	229	Tricuspid regurgitation
HP:0005181	229	Premature coronary artery atherosclerosis
HP:0005184	229	Prolonged QTc interval
HP:0005186	229	Synovial hypertrophy
HP:0005187	229	Progressive joint destruction
HP:0005191	208	Congenital knee dislocation
HP:0005193	139	Restricted large joint movement
HP:0005197	229	Generalized morning stiffness
HP:0005198	229	Stiff interphalangeal joints
HP:0005200	229	Retroperitoneal fibrosis
HP:0005202	229	Helicobacter pylori infection
HP:0005203	229	Spontaneous esophageal perforation
HP:0005206	229	Pancreatic pseudocyst
HP:0005208	229	Secretory diarrhea
HP:0005209	229	Intrahepatic bile duct cysts
HP:0005211	229	Midgut malrotation
HP:0005213	229	Pancreatic calcification
HP:0005215	185	Frequent Giardia lamblia infestation
HP:0005216	229	Impaired mastication
HP:0005217	182	Duplication of internal organs
HP:0005219	229	Absence of intrinsic factor
HP:0005224	229	Rectal abscess
HP:0005227	229	Adenomatous colonic polyposis
HP:0005230	229	Biliary tract obstruction
HP:0005231	229	Chronic gastritis
HP:0005235	229	Jejunal atresia
HP:0005236	101	Chronic calcifying pancreatitis
HP:0005241	229	Total intestinal aganglionosis
HP:0005242	229	Extrahepatic biliary duct atresia
HP:0005248	229	Intrahepatic biliary atresia
HP:0005249	229	Functional intestinal obstruction
HP:0005254	229	Unilateral chest hypoplasia
HP:0005255	115	Absence of pectoralis minor muscle
HP:0005261	229	Joint hemorrhage
HP:0005267	229	Premature delivery because of cervical insufficiency or membrane fragility
HP:0005274	165	Prominent nasal tip
HP:0005280	226	Depressed nasal bridge
HP:0005281	83	Hypoplastic nasal bridge
HP:0005285	57	Absent nasal bridge
HP:0005290	229	Internal carotid artery hypoplasia
HP:0005292	229	Intimal thickening in the coronary arteries
HP:0005297	57	Premature occlusive vascular stenosis
HP:0005302	229	Carotid artery tortuosity
HP:0005303	229	Aortic arch calcification
HP:0005304	132	Hypoplastic pulmonary veins
HP:0005305	229	Cerebral venous thrombosis
HP:0005308	229	Pulmonary artery vasoconstriction
HP:0005310	229	Large vessel vasculitis
HP:0005311	229	Agenesis of pulmonary vessels
HP:0005313	229	Arterial fibromuscular dysplasia
HP:0005316	191	Peripheral pulmonary vessel aplasia
HP:0005317	229	Increased pulmonary vascular resistance
HP:0005318	229	Cerebral vasculitis
HP:0005321	229	Mandibulofacial dysostosis
HP:0005322	96	Prominent nasal septum
HP:0005326	221	Hypoplastic philtrum
HP:0005327	229	Loss of facial expression
HP:0005328	49	Progeroid facial appearance
HP:0005329	188	Fixed facial expression
HP:0005332	68	Recurrent mandibular subluxations
HP:0005336	101	Forehead hyperpigmentation
HP:0005341	229	Autonomic bladder dysfunction
HP:0005343	229	Hypoplasia of the bladder
HP:0005349	152	Hypoplasia of the epiglottis
HP:0005352	229	Severe T-cell immunodeficiency
HP:0005354	229	Lack of T cell function
HP:0005357	229	Defective B cell differentiation
HP:0005359	229	Aplasia of the thymus
HP:0005360	229	Susceptibility to chickenpox
HP:0005363	229	Humoral immunodeficiency
HP:0005366	229	Recurrent streptococcus pneumoniae infections
HP:0005376	229	Recurrent Haemophilus influenzae infections
HP:0005381	121	Recurrent meningococcal disease
HP:0005389	63	Depletion of components of the alternative complement pathway
HP:0005390	229	Recurrent opportunistic infections
HP:0005401	229	Recurrent candida infections
HP:0005404	229	Increased B cell count
HP:0005407	69	Decreased proportion of CD4-positive helper T cells
HP:0005413	229	Increased alpha-globulin
HP:0005416	37	Decreased serum complement factor B
HP:0005419	229	Decreased T cell activation
HP:0005421	229	Decreased serum complement C3
HP:0005422	229	Absence of CD8-positive T cells
HP:0005423	229	Dysfunctional alternative complement pathway
HP:0005424	229	Absent specific antibody response
HP:0005425	229	Recurrent sinopulmonary infections
HP:0005428	112	Severe recurrent varicella
HP:0005437	71	Recurrent infections in infancy and early childhood
HP:0005446	66	Obtuse angle of mandible
HP:0005449	88	Bridged sella turcica
HP:0005451	40	Decreased cranial base ossification
HP:0005461	68	Craniofacial disproportion
HP:0005462	180	Calcification of falx cerebri
HP:0005466	229	Hypoplasia of the frontal bone
HP:0005472	229	Orbital craniosynostosis
HP:0005478	66	Prominent frontal sinuses
HP:0005490	201	Postnatal macrocephaly
HP:0005502	229	Increased red cell osmotic fragility
HP:0005505	229	Refractory anemia
HP:0005506	229	Chronic myelogenous leukemia
HP:0005511	90	Heinz body anemia
HP:0005513	229	Increased megakaryocyte count
HP:0005518	229	Increased mean corpuscular volume
HP:0005535	45	Exercise-induced hemolysis
HP:0005541	179	Congenital agranulocytosis
HP:0005542	229	Prolonged whole-blood clotting time
HP:0005543	229	Reduced protein C activity
HP:0005546	172	Increased red cell osmotic resistance
HP:0005550	229	Chronic lymphatic leukemia
HP:0005562	229	Multiple renal cysts
HP:0005563	229	Decreased numbers of nephrons
HP:0005571	229	Increased renal tubular phosphate reabsorption
HP:0005572	121	Decreased renal tubular phosphate excretion
HP:0005575	229	Hemolytic-uremic syndrome
HP:0005576	229	Tubulointerstitial fibrosis
HP:0005579	97	Impaired renal ltubular reabsorption of chloride
HP:0005580	113	Duplication of renal pelvis
HP:0005595	229	Generalized hyperkeratosis
HP:0005600	229	Congenital giant melanocytic nevus
HP:0005602	229	Progressive vitiligo
HP:0005603	50	Numerous congenital melanocytic nevi
HP:0005609	229	Gallbladder dysfunction
HP:0005617	60	Bilateral camptodactyly
HP:0005623	83	Absent ossification of calvaria
HP:0005627	38	Type D brachydactyly
HP:0005632	229	Absent forearm
HP:0005640	229	Abnormal vertebral segmentation and fusion
HP:0005645	229	Intervertebral disk calcification
HP:0005652	229	Cortical sclerosis
HP:0005655	71	Multiple digital exostoses
HP:0005659	229	Thoracic kyphoscoliosis
HP:0005661	227	Salmonella osteomyelitis
HP:0005679	229	Dupuytren contracture
HP:0005681	229	Juvenile rheumatoid arthritis
HP:0005682	83	Talocalcaneal synostosis
HP:0005696	84	Postaxial polydactyly type A
HP:0005701	229	Multiple enchondromatosis
HP:0005716	229	Lethal skeletal dysplasia
HP:0005720	229	Shortening of all metacarpals
HP:0005743	229	Avascular necrosis of the capital femoral epiphysis
HP:0005745	102	Congenital foot contractures
HP:0005746	56	Osteosclerosis of the base of the skull
HP:0005758	229	Basilar impression
HP:0005764	229	Polyarticular arthritis
HP:0005775	229	Multiple skeletal anomalies
HP:0005781	229	Contractures of the large joints
HP:0005789	229	Generalized osteosclerosis
HP:0005792	229	Short humerus
HP:0005807	50	Absent distal phalanges
HP:0005831	50	Type B brachydactyly
HP:0005852	109	Limited elbow extension and supination
HP:0005855	63	Multiple prenatal fractures
HP:0005856	229	Ulnar radial head dislocation
HP:0005857	229	Cervical spina bifida
HP:0005863	92	Type E brachydactyly
HP:0005871	157	Metaphyseal chondrodysplasia
HP:0005876	229	Progressive flexion contractures
HP:0005877	84	Multiple small vertebral fractures
HP:0005879	51	Congenital finger flexion contractures
HP:0005897	229	Severe generalized osteoporosis
HP:0005947	229	Decreased sensitivity to hypoxemia
HP:0005949	209	Apneic episodes in infancy
HP:0005950	229	Laryngeal web
HP:0005951	93	Progressive inspiratory stridor
HP:0005954	133	Pulmonary capillary hemangiomatosis
HP:0005959	229	Impaired gluconeogenesis
HP:0005964	214	Intermittent hypothermia
HP:0005967	173	Mixed respiratory and metabolic acidosis
HP:0005968	229	Temperature instability
HP:0005974	229	Episodic ketoacidosis
HP:0005976	93	Hyperkalemic metabolic acidosis
HP:0005979	229	Metabolic ketoacidosis
HP:0005984	159	Elevated maternal serum alpha-fetoprotein
HP:0005987	229	Multinodular goiter
HP:0005989	86	Redundant neck skin
HP:0005990	229	Thyroid hypoplasia
HP:0005991	229	Limited neck flexion
HP:0005997	152	Neck joint contracture
HP:0005999	229	Ureteral atresia
HP:0006040	82	Long second metacarpal
HP:0006064	48	Limited interphalangeal movement
HP:0006070	229	Metacarpophalangeal joint contracture
HP:0006092	79	Malaligned carpal bone
HP:0006110	39	Shortening of all middle phalanges of the fingers
HP:0006114	66	Multiple palmar creases
HP:0006121	229	Acral ulceration
HP:0006127	141	Long proximal phalanx of finger
HP:0006136	74	Bilateral postaxial polydactyly
